t_sec,stock1,stock2
251,74.9,168.2
252,74.9,168.2
253,74.9,168.2
254,74.9,168.2
255,74.9,168.2
256,74.9,168.2
257,74.9,168.2
258,76.2,169.4
259,76.2,169.4
260,76.2,169.4
261,76.2,169.4
262,76.2,169.4
263,76.2,169.4
264,76.2,169.4
265,76.2,169.4
266,76.2,169.4
267,76.2,169.4
268,76.2,169.4
269,76.2,169.4
270,76.2,169.4
271,76.2,169.4
272,76.2,169.4
273,76.2,169.4
274,76.2,169.4
275,76.2,169.4
276,76.2,169.4
277,76.2,169.4
278,76.2,169.4
279,76.2,169.4
280,76.2,169.4
281,76.2,169.4
282,76.2,169.4
283,76.2,169.4
284,72.6,170.6
285,72.6,170.6
286,72.6,170.6
287,72.6,170.6
288,72.6,170.6
289,72.6,170.6
290,72.6,170.6
291,72.6,170.6
292,72.6,170.6
293,72.6,170.6
294,72.6,170.6
295,71,171.2
296,71,171.2
297,71,171.2
298,71,171.2
299,71,171.2
300,71,171.2
301,71,171.2
302,71,171.2
303,71,171.2
304,71,171.2
305,71,171.2
306,71,171.2
307,71,171.2
308,71,171.2
309,71,171.2
310,71,171.2
311,71,171.2
312,71,171.2
313,71,171.2
314,71,171.2
315,71,171.2
316,71,171.2
317,71,171.2
318,71,171.2
319,71,171.2
320,71,171.2
321,71,171.2
322,71,171.2
323,71,171.2
324,71,171.2
325,71,171.2
326,71,171.2
327,70.2,173
328,70.2,173
329,70.2,173
330,70.2,173
331,70.2,173
332,70.2,173
333,70.2,173
334,70.2,173
335,70.2,173
336,70.2,173
337,70.2,173
338,70.2,173
339,70.2,173
340,70.2,173
341,70.2,173
342,70.2,173
343,70.2,173
344,70.2,173
345,70.2,173
346,70.2,173
347,70.2,173
348,70.2,173
349,70.2,173
350,70.2,173
351,70.2,173
352,70.2,173
353,70.2,173
354,70.2,173
355,70.2,173
356,70.2,173
357,70.2,173
358,70.2,173
359,70.2,173
360,70.2,173
361,70.2,173
362,70.2,173
363,70.2,173
364,66.6,173.3
365,66.6,173.3
366,66.6,173.3
367,66.6,173.3
368,66.6,173.3
369,66.6,173.3
370,66.6,173.3
371,66.6,173.3
372,66.6,173.3
373,66.6,173.3
374,66.6,173.3
375,66.6,173.3
376,66.6,173.3
377,66.6,173.3
378,66.6,173.3
379,66.6,173.3
380,66.6,173.3
381,66.6,173.3
382,66.6,173.3
383,66.6,173.3
384,66.6,173.3
385,66.6,173.3
386,66.6,173.3
387,66.6,173.3
388,66.6,173.3
389,66.6,173.3
390,66.6,173.3
391,66.6,173.3
392,66.6,173.3
393,66.6,173.3
394,66.6,173.3
395,66.6,173.3
396,66.6,173.3
397,66.6,173.3
398,66.6,173.3
399,66.6,173.3
400,66.6,173.3
401,66.6,173.3
402,66.1,174.6
403,66.1,174.6
404,66.1,174.6
405,66.1,174.6
406,66.1,174.6
407,66.1,174.6
408,66.1,174.6
409,66.1,174.6
410,66.1,174.6
411,66.1,174.6
412,66.1,174.6
413,66.1,174.6
414,66.1,174.6
415,66.1,174.6
416,66.1,174.6
417,66.1,174.6
418,66.1,174.6
419,66.1,174.6
420,66.1,174.6
421,66.1,174.6
422,66.1,174.6
423,66.1,174.6
424,66.1,174.6
425,66.1,174.6
426,66.1,174.6
427,66.1,174.6
428,66.1,174.6
429,66.1,174.6
430,66.1,174.6
431,66.1,174.6
432,66.1,174.6
433,66.1,174.6
434,66.1,174.6
435,66.1,174.6
436,66.1,174.6
437,66.1,174.6
438,66.1,174.6
439,66.1,174.6
440,66.1,174.6
441,66.1,174.6
442,66.1,174.6
443,66.1,174.6
444,66.1,174.6
445,66.1,174.6
446,66.1,174.6
447,66.1,174.6
448,66.1,174.6
449,66.1,174.6
450,66.8,179.7
451,66.8,179.7
452,66.8,179.7
453,66.8,179.7
454,66.8,179.7
455,66.8,179.7
456,66.8,179.7
457,66.8,179.7
458,66.8,179.7
459,66.8,179.7
460,66.8,179.7
461,66.8,179.7
462,66.8,179.7
463,66.8,179.7
464,66.8,179.7
465,66.8,179.7
466,66.8,179.7
467,66.8,179.7
468,66.8,179.7
469,66.8,179.7
470,66.8,179.7
471,66.8,179.7
472,66.8,179.7
473,66.8,179.7
474,66.8,179.7
475,66.8,179.7
476,66.8,179.7
477,66.8,179.7
478,66.8,179.7
479,64.5,180.8
480,64.5,180.8
481,64.5,180.8
482,64.5,180.8
483,64.5,180.8
484,64.5,180.8
485,64.5,180.8
486,64.5,180.8
487,64.5,180.8
488,64.5,180.8
489,64.5,180.8
490,64.5,180.8
491,64.5,180.8
492,64.5,180.8
493,64.5,180.8
494,64.5,180.8
495,64.4,184.4
496,64.4,184.4
497,64.4,184.4
498,64.4,184.4
499,64.4,184.4
500,64.4,184.4
501,64.4,184.4
502,64.4,184.4
503,64.4,184.4
504,64.4,184.4
505,64.4,184.4
506,64.4,184.4
507,64.4,184.4
508,64.4,184.4
509,64.4,184.4
510,64.4,184.4
511,64.4,184.4
512,64.4,184.4
513,64.4,184.4
514,64.4,184.4
515,64.4,184.4
516,64.4,184.4
517,64.4,184.4
518,64.4,184.4
519,64.4,184.4
520,64.4,184.4
521,64.4,184.4
522,64.4,184.4
523,64.4,184.4
524,64.4,184.4
525,64.4,184.4
526,64.4,184.4
527,64.4,184.4
528,64.4,184.4
529,64.4,184.4
530,64.4,184.4
531,64.4,184.4
532,64.4,184.4
533,64.4,184.4
534,64.4,184.4
535,64.4,184.4
536,64.4,184.4
537,64.4,184.4
538,64.4,184.4
539,64.4,184.4
540,64.4,184.4
541,64.4,184.4
542,58.9,186.1
543,58.9,186.1
544,58.9,186.1
545,58.9,186.1
546,58.9,186.1
547,58.9,186.1
548,58.9,186.1
549,58.9,186.1
550,58.9,186.1
551,58.9,186.1
552,58.9,186.1
553,58.9,186.1
554,58.9,186.1
555,58.9,186.1
556,58.9,186.1
557,58.9,186.1
558,58.9,186.1
559,58.9,186.1
560,58.9,186.1
561,58.9,186.1
562,58.9,186.1
563,58.9,186.1
564,58.9,186.1
565,58.9,186.1
566,58.9,186.1
567,58.9,186.1
568,58.9,186.1
569,58.3,186.6
570,58.3,186.6
571,58.3,186.6
572,58.3,186.6
573,58.3,186.6
574,58.3,186.6
575,58.3,186.6
576,58.3,186.6
577,58.3,186.6
578,58.3,186.6
579,58.3,186.6
580,58.3,186.6
581,58.3,186.6
582,60.1,187.4
583,60.1,187.4
584,60.1,187.4
585,60.1,187.4
586,60.1,187.4
587,60.1,187.4
588,60.1,187.4
589,60.1,187.4
590,60.1,187.4
591,60.1,187.4
592,60.1,187.4
593,60.1,187.4
594,60.1,187.4
595,60.1,187.4
596,60.1,187.4
597,60.1,187.4
598,60.1,187.4
599,60.1,187.4
600,60.1,187.4
601,57.1,189.8
602,57.1,189.8
603,57.2,188.7
604,57.2,188.7
605,57.2,188.7
606,57.2,188.7
607,57.2,188.7
608,57.2,188.7
609,57.2,188.7
610,57.2,188.7
611,57.2,188.7
612,57.2,188.7
613,57.2,188.7
614,57.2,188.7
615,57.2,188.7
616,57.2,188.7
617,57.2,188.7
618,57.2,188.7
619,57.9,189.3
620,57.9,189.3
621,57.9,189.3
622,57.9,189.3
623,57.9,189.3
624,57.9,189.3
625,57.9,189.3
626,57.9,189.3
627,57.9,189.3
628,57.9,189.3
629,57.9,189.3
630,57.9,189.3
631,57.9,189.3
632,57.9,189.3
633,57.9,189.3
634,57.9,189.3
635,57.9,189.3
636,57.9,189.3
637,57.9,189.3
638,57.9,189.3
639,57.9,189.3
640,57.9,189.3
641,57.9,189.3
642,57.9,189.3
643,57.9,189.3
644,57.9,189.3
645,57.9,189.3
646,61.5,185.3
647,61.5,185.3
648,61.5,185.3
649,61.5,185.3
650,61.5,185.3
651,61.5,185.3
652,61.5,185.3
653,61.5,185.3
654,61.5,185.3
655,61.5,185.3
656,61.5,185.3
657,61.5,185.3
658,61.5,185.3
659,61.5,185.3
660,61.5,185.3
661,61.5,185.3
662,61.5,185.3
663,61.5,185.3
664,61.5,185.3
665,61.5,185.3
666,61.5,185.3
667,61.5,185.3
668,61.5,185.3
669,61.5,185.3
670,61.5,185.3
671,61.5,185.3
672,61.5,185.3
673,61.5,185.3
674,61.5,185.3
675,61.5,185.3
676,61.5,185.3
677,61.5,185.3
678,61.5,185.3
679,61.5,185.3
680,61.5,185.3
681,61.5,185.3
682,61.5,185.3
683,61.5,185.3
684,61.5,185.3
685,61.5,185.3
686,61.5,185.3
687,61.5,185.3
688,61.5,185.3
689,61.5,185.3
690,61.5,185.3
691,61.5,185.3
692,61.5,185.3
693,61.5,185.3
694,61.5,185.3
695,61.5,185.3
696,55.6,186
697,55.6,186
698,55.6,186
699,55.6,186
700,55.6,186
701,55.6,186
702,55.6,186
703,55.6,186
704,55.6,186
705,55.6,186
706,55.6,186
707,55.6,186
708,55.6,186
709,55.6,186
710,55.6,186
711,55.6,186
712,55.6,186
713,55.6,186
714,55.6,186
715,55.6,186
716,55.6,186
717,55.6,186
718,55.6,186
719,55.6,186
720,55.6,186
721,55.6,186
722,55.6,186
723,55.6,186
724,55.6,186
725,55.6,186
726,55.6,186
727,55.6,186
728,55.6,186
729,55.6,186
730,55.6,186
731,55.6,186
732,55.6,186
733,55.6,186
734,55.6,186
735,55.6,186
736,55.6,186
737,55.6,186
738,55.6,186
739,55.6,186
740,58.4,185.6
741,58.4,185.6
742,58.4,185.6
743,58.4,185.6
744,58.4,185.6
745,58.4,185.6
746,58.4,185.6
747,58.4,185.6
748,58.4,185.6
749,58.4,185.6
750,58.4,185.6
751,58.4,185.6
752,58.4,185.6
753,58.4,185.6
754,58.4,185.6
755,58.4,185.6
756,58.4,185.6
757,58.4,185.6
758,58.4,185.6
759,58.4,185.6
760,58.4,185.6
761,58.4,185.6
762,58.4,185.6
763,58.4,185.6
764,58.4,185.6
765,58.4,185.6
766,58.4,185.6
767,58.4,185.6
768,58.4,185.6
769,58.4,185.6
770,58.4,185.6
771,58.4,185.6
772,58.4,185.6
773,58.4,185.6
774,58.4,185.6
775,58.4,185.6
776,58.4,185.6
777,58.4,185.6
778,58.4,185.6
779,58.4,185.6
780,58.4,185.6
781,58.4,185.6
782,58.4,185.6
783,58.4,185.6
784,58.4,185.6
785,58.4,185.6
786,58.4,185.6
787,58.4,185.6
788,58.4,185.6
789,57.9,185.1
790,57.9,185.1
791,57.9,185.1
792,57.9,185.1
793,57.9,185.1
794,57.9,185.1
795,57.9,185.1
796,57.9,185.1
797,57.9,185.1
798,57.9,185.1
799,57.9,185.1
800,57.9,185.1
801,57.9,185.1
802,57.9,185.1
803,57.9,185.1
804,57.9,185.1
805,57.9,185.1
806,57.9,185.1
807,57.9,185.1
808,57.9,185.1
809,57.9,185.1
810,57.9,185.1
811,57.9,185.1
812,57.9,185.1
813,57.9,185.1
814,57.9,185.1
815,57.9,185.1
816,57.9,185.1
817,57.9,185.1
818,57.9,185.1
819,57.9,185.1
820,57.9,185.1
821,57.9,185.1
822,57.9,185.1
823,57.9,185.1
824,57.9,185.1
825,57.9,185.1
826,61,188.7
827,61,188.7
828,61,188.7
829,61,188.7
830,61,188.7
831,61,188.7
832,61,188.7
833,61,188.7
834,61,188.7
835,61,188.7
836,61,188.7
837,61,188.7
838,61,188.7
839,61,188.7
840,61,188.7
841,61,188.7
842,61,188.7
843,61,188.7
844,61,188.7
845,61,188.7
846,61,188.7
847,61,188.7
848,55.9,191
849,55.9,191
850,55.9,191
851,55.9,191
852,55.9,191
853,55.9,191
854,55.9,191
855,55.9,191
856,55.9,191
857,55.9,191
858,55.9,191
859,55.9,191
860,55.9,191
861,55.9,191
862,55.9,191
863,55.9,191
864,55.9,191
865,55.9,191
866,55.9,191
867,55.9,191
868,55.9,191
869,55.9,191
870,55.9,191
871,55.9,191
872,55.9,191
873,55.9,191
874,55.9,191
875,55.9,191
876,55.9,191
877,55.9,191
878,55.9,191
879,55.9,191
880,55.9,191
881,55.9,191
882,55.9,191
883,55.9,191
884,55.9,191
885,55.9,191
886,55.9,191
887,55.9,191
888,55.9,191
889,50.8,189.5
890,50.8,189.5
891,50.8,189.5
892,50.8,189.5
893,50.8,189.5
894,50.8,189.5
895,50.8,189.5
896,50.8,189.5
897,50.8,189.5
898,50.8,189.5
899,50.8,189.5
900,50.8,189.5
901,50.8,189.5
902,50.8,189.5
903,50.8,189.5
904,50.8,189.5
905,50.7,191.2
906,50.7,191.2
907,50.7,191.2
908,50.2,191.9
909,50.2,191.9
910,50.2,191.9
911,50.2,191.9
912,50.2,191.9
913,50.2,191.9
914,50.2,191.9
915,50.2,191.9
916,50.2,191.9
917,50.2,191.9
918,50.2,191.9
919,50.2,191.9
920,50.2,191.9
921,50.2,191.9
922,50.2,191.9
923,50.2,191.9
924,50.2,191.9
925,50.2,191.9
926,50.2,191.9
927,50.2,191.9
928,50.2,191.9
929,50.2,191.9
930,50.2,191.9
931,50.2,191.9
932,50.2,191.9
933,50.2,191.9
934,50.2,191.9
935,50.2,191.9
936,50.2,191.9
937,50,191.8
938,50,191.8
939,50,191.8
940,49.7,197
941,49.7,197
942,49.7,197
943,49.7,197
944,49.7,197
945,49.7,197
946,49.7,197
947,49.7,197
948,49.7,197
949,49.7,197
950,49.7,197
951,49.7,197
952,49.7,197
953,49.7,197
954,49.7,197
955,49.7,197
956,49.7,197
957,49.7,197
958,50.4,198.4
959,50.4,198.4
960,50.4,198.4
961,50.4,198.4
962,50.4,198.4
963,50.4,198.4
964,50.4,198.4
965,50.4,198.4
966,50.4,198.4
967,50.4,198.4
968,48.1,200.9
969,48.1,200.9
970,48.1,200.9
971,48.1,200.9
972,48.1,200.9
973,48.1,200.9
974,48.1,200.9
975,48.1,200.9
976,48.1,200.9
977,48.1,200.9
978,48.1,200.9
979,48.1,200.9
980,48.1,200.9
981,48.1,200.9
982,48.1,200.9
983,48.1,200.9
984,48.1,200.9
985,48.1,200.9
986,48.1,200.9
987,48.1,200.9
988,48.1,200.9
989,48.1,200.9
990,48.1,200.9
991,48.1,200.9
992,48.1,200.9
993,48.1,200.9
994,48.1,200.9
995,48.1,200.9
996,48.1,200.9
997,48.1,200.9
998,47.7,201.8
999,47.7,201.8
1000,47.7,201.8
1001,47.7,201.8
1002,47.7,201.8
1003,47.7,201.8
1004,47.7,201.8
1005,47.7,201.8
1006,47.7,201.8
1007,47.7,201.8
1008,47.7,201.8
1009,47.7,201.8
1010,47.7,201.8
1011,47.7,201.8
1012,47.7,201.8
1013,47.7,201.8
1014,47.7,201.8
1015,47.7,201.8
1016,47.7,201.8
1017,47.7,201.8
1018,47.7,201.8
1019,47.7,201.8
1020,47.7,201.8
1021,47.7,201.8
1022,47.7,201.8
1023,47.7,201.8
1024,47.7,201.8
1025,47.7,201.8
1026,47.7,201.8
1027,47.7,201.8
1028,47.7,201.8
1029,47.7,201.8
1030,47.7,201.8
1031,47.7,201.8
1032,47.7,201.8
1033,47.7,201.8
1034,47.7,201.8
1035,47.7,201.8
1036,47.7,201.8
1037,47.7,201.8
1038,47.7,201.8
1039,47.7,201.8
1040,47.7,201.8
1041,47.7,201.8
1042,45.8,206.8
1043,45.8,206.8
1044,45.8,206.8
1045,45.8,206.8
1046,45.8,206.8
1047,45.8,206.8
1048,45.8,206.8
1049,45.8,206.8
1050,45.8,206.8
1051,45.8,206.8
1052,45.8,206.8
1053,45.8,206.8
1054,45.8,206.8
1055,45.8,206.8
1056,45.8,206.8
1057,45.8,206.8
1058,45.8,206.8
1059,45.8,206.8
1060,45.8,206.8
1061,45.8,206.8
1062,45.8,206.8
1063,45.8,206.8
1064,45.8,206.8
1065,45.8,206.8
1066,45.8,206.8
1067,45.8,206.8
1068,45.8,206.8
1069,46,205.8
1070,46,205.8
1071,46,205.8
1072,46,205.8
1073,46,205.8
1074,46.9,209.9
1075,46.9,209.9
1076,46.9,209.9
1077,46.9,209.9
1078,46.9,209.9
1079,46.9,209.9
1080,46.9,209.9
1081,46.9,209.9
1082,46.9,209.9
1083,46.9,209.9
1084,46.9,209.9
1085,46.9,209.9
1086,46.9,209.9
1087,46.9,209.9
1088,46.9,209.9
1089,46.9,209.9
1090,46.9,209.9
1091,46.9,209.9
1092,44.1,212.5
1093,44.1,212.5
1094,44.1,212.5
1095,44.1,212.5
1096,44.1,212.5
1097,44.1,212.5
1098,44.1,212.5
1099,44.1,212.5
1100,44.1,212.5
1101,44.1,212.5
1102,44.1,212.5
1103,44.1,212.5
1104,44.1,212.5
1105,44.1,212.5
1106,44.1,212.5
1107,44.1,212.5
1108,44.3,215.8
1109,44.3,215.8
1110,44.3,215.8
1111,44.3,215.8
1112,44.3,215.8
1113,44.3,215.8
1114,44.3,215.8
1115,44.3,215.8
1116,44.3,215.8
1117,44.3,215.8
1118,44.3,215.8
1119,44.3,215.8
1120,44.3,215.8
1121,44.3,215.8
1122,44.3,215.8
1123,44.3,215.8
1124,44.3,215.8
1125,44.3,215.8
1126,44.3,215.8
1127,44.3,215.8
1128,44.3,215.8
1129,44.3,215.8
1130,44.3,215.8
1131,44.3,215.8
1132,44.3,215.8
1133,44.3,215.8
1134,41.7,217.3
1135,41.7,217.3
1136,41.7,217.3
1137,41.7,217.3
1138,41.7,217.3
1139,41.7,217.3
1140,41.7,217.3
1141,41.7,217.3
1142,41.7,217.3
1143,41.7,217.3
1144,41.7,217.3
1145,41.7,217.3
1146,41.7,217.3
1147,41.7,217.3
1148,41.7,217.3
1149,41.7,217.3
1150,41.7,217.3
1151,41.7,217.3
1152,41.7,217.3
1153,41.7,217.3
1154,41.7,217.3
1155,41.7,217.3
1156,41.7,217.3
1157,41.7,217.3
1158,43.3,217.9
1159,43.3,217.9
1160,43.3,217.9
1161,43.3,217.9
1162,43.3,217.9
1163,43.3,217.9
1164,43.3,217.9
1165,43.3,217.9
1166,43.3,217.9
1167,43.3,217.9
1168,43.3,217.9
1169,43.3,217.9
1170,43.3,217.9
1171,43.3,217.9
1172,43.3,217.9
1173,43.3,217.9
1174,43.3,217.9
1175,43.3,217.9
1176,43.3,217.9
1177,43.3,217.9
1178,43.3,217.9
1179,43.3,217.9
1180,43.3,217.9
1181,43.3,217.9
1182,43.3,217.9
1183,43.3,217.9
1184,43.3,217.9
1185,43.3,217.9
1186,43.3,217.9
1187,43.3,217.9
1188,43.3,217.9
1189,43.3,217.9
1190,43.3,217.9
1191,43.3,217.9
1192,43.3,217.9
1193,43.3,217.9
1194,43.3,217.9
1195,43.3,217.9
1196,43.3,217.9
1197,43.3,217.9
1198,43.3,217.9
1199,43.3,217.9
1200,43.3,217.9
1201,39,219.7
1202,39,219.7
1203,39,219.7
1204,39,219.7
1205,39,219.7
1206,39,219.7
1207,39,219.7
1208,39,219.7
1209,39,219.7
1210,39,219.7
1211,39,219.7
1212,39,219.7
1213,39,219.7
1214,39,219.7
1215,39,219.7
1216,39,219.7
1217,39,219.7
1218,39,219.7
1219,39,219.7
1220,39,219.7
1221,39,219.7
1222,39,219.7
1223,39,219.7
1224,39,219.7
1225,39,219.7
1226,39,219.7
1227,39,219.7
1228,39,219.7
1229,39,219.7
1230,39,219.7
1231,39,219.7
1232,39,219.7
1233,39,219.7
1234,39,219.7
1235,39,219.7
1236,39,219.7
1237,39,219.7
1238,39,219.7
1239,39,219.7
1240,39,219.7
1241,39,219.7
1242,39,219.7
1243,39,219.7
1244,39,219.7
1245,39,219.7
1246,39,219.7
1247,39,219.7
1248,39,219.7
1249,39,219.7
1250,39,219.7
1251,34.9,219.5
1252,34.9,219.5
1253,34.9,219.5
1254,34.9,219.5
1255,34.9,219.5
1256,34.9,219.5
1257,34.9,219.5
1258,34.9,219.5
1259,34.9,219.5
1260,34.9,219.5
1261,34.9,219.5
1262,34.9,219.5
1263,34.9,219.5
1264,34.9,219.5
1265,34.9,219.5
1266,34.9,219.5
1267,34.9,219.5
1268,34.9,219.5
1269,34.9,219.5
1270,34.9,219.5
1271,34.9,219.5
1272,34.9,219.5
1273,34.9,219.5
1274,34.9,219.5
1275,34.9,219.5
1276,34.9,219.5
1277,36,222.8
1278,36,222.8
1279,36,222.8
1280,36,222.8
1281,36,222.8
1282,36,222.8
1283,36,222.8
1284,36,222.8
1285,36,222.8
1286,36,222.8
1287,36,222.8
1288,36,222.8
1289,36,222.8
1290,36,222.8
1291,36,222.8
1292,36,222.8
1293,36,222.8
1294,36,222.8
1295,36,222.8
1296,36,222.8
1297,36,222.8
1298,36,222.8
1299,36,222.8
1300,36,222.8
1301,36,222.8
1302,36,222.8
1303,36,222.8
1304,36,222.8
1305,36,222.8
1306,36,222.8
1307,36,222.8
1308,36,222.8
1309,36,222.8
1310,36.4,219
1311,36.4,219
1312,36.4,219
1313,36.4,219
1314,36.4,219
1315,36.4,219
1316,36.4,219
1317,36.4,219
1318,36.4,219
1319,36.4,219
1320,36.4,219
1321,36.4,219
1322,36.4,219
1323,36.4,219
1324,36.4,219
1325,36.4,219
1326,36.4,219
1327,36.4,219
1328,36.4,219
1329,36.4,219
1330,36.4,219
1331,36.4,219
1332,36.4,219
1333,36.4,219
1334,36.4,219
1335,36.4,219
1336,36.4,219
1337,36.4,219
1338,36.4,219
1339,36.4,219
1340,36.4,219
1341,36.4,219
1342,36.4,219
1343,36.4,219
1344,36.4,219
1345,36.4,219
1346,36.4,219
1347,36.4,219
1348,32.4,221.6
1349,32.4,221.6
1350,32.4,221.6
1351,32.4,221.6
1352,32.4,221.6
1353,32.4,221.6
1354,32.4,221.6
1355,32.4,221.6
1356,32.4,221.6
1357,32.4,221.6
1358,32.4,221.6
1359,32.4,221.6
1360,32.4,221.6
1361,32.4,221.6
1362,32.4,221.6
1363,32.4,221.6
1364,32.4,221.6
1365,32.4,221.6
1366,32.4,221.6
1367,32.4,221.6
1368,32.4,221.6
1369,32.4,221.6
1370,32.4,221.6
1371,32.4,221.6
1372,32.4,221.6
1373,32.4,221.6
1374,32.4,221.6
1375,32.4,221.6
1376,32.4,221.6
1377,32.4,221.6
1378,32.4,221.6
1379,32.4,221.6
1380,32.4,221.6
1381,32.4,221.6
1382,32.4,221.6
1383,32.4,221.6
1384,32.4,221.6
1385,32.4,221.6
1386,28.7,223.7
1387,28.7,223.7
1388,28.7,223.7
1389,28.7,223.7
1390,28.7,223.7
1391,28.7,223.7
1392,28.7,223.7
1393,29.4,224.2
1394,29.4,224.2
1395,29.4,224.2
1396,29.4,224.2
1397,29.4,224.2
1398,29.4,224.2
1399,29.4,224.2
1400,29.4,224.2
1401,29.4,224.2
1402,29.4,224.2
1403,29.4,224.2
1404,29.4,224.2
1405,29.4,224.2
1406,29.4,224.2
1407,29.4,224.2
1408,29.4,224.2
1409,29.4,224.2
1410,30.6,228.1
1411,30.6,228.1
1412,30.6,228.1
1413,30.6,228.1
1414,30.6,228.1
1415,30.6,228.1
1416,30.6,228.1
1417,30.6,228.1
1418,30.6,228.1
1419,30.6,228.1
1420,30.6,228.1
1421,30.6,228.1
1422,30.6,228.1
1423,30.6,228.1
1424,30.6,228.1
1425,30.6,228.1
1426,30.6,228.1
1427,30.6,228.1
1428,30.6,228.1
1429,30.6,228.1
1430,30.6,228.1
