t_sec,symbol,bid,bid_size,ask,ask_size
203.267,STOCK1,82.00,1990,210.00,2000
207.204,STOCK1,82.00,1890,210.00,2000
208.039,STOCK1,82.00,1390,210.00,2000
209.839,STOCK1,82.00,1340,210.00,2000
210.019,STOCK1,85.00,100,210.00,2000
210.101,STOCK2,52.00,1000,180.00,4751
210.436,STOCK1,85.00,50,210.00,2000
210.808,STOCK2,52.00,1000,178.00,1000
211.149,STOCK1,82.00,1340,210.00,2000
211.189,STOCK1,82.00,1340,200.00,1000
211.735,STOCK1,82.00,1290,200.00,1000
211.897,STOCK1,82.00,1290,200.00,5500
211.968,STOCK1,82.00,1280,200.00,5500
212.289,STOCK1,82.00,1280,200.00,6500
213.158,STOCK2,83.00,1000,178.00,1000
213.271,STOCK1,85.00,100,200.00,6500
214.511,STOCK1,85.00,50,200.00,6500
214.745,STOCK1,85.00,40,200.00,6500
214.826,STOCK1,85.00,140,200.00,6500
214.866,STOCK1,85.00,90,200.00,6500
215.475,STOCK1,85.00,190,200.00,6500
215.616,STOCK2,83.00,801,178.00,1000
215.677,STOCK2,83.00,801,177.00,50
215.820,STOCK1,85.00,140,200.00,6500
216.415,STOCK1,85.00,90,200.00,6500
216.525,STOCK2,83.00,801,177.00,100
216.740,STOCK1,85.00,190,200.00,6500
216.982,STOCK1,85.00,140,200.00,6500
217.641,STOCK1,85.00,130,200.00,6500
217.661,STOCK1,85.00,80,200.00,6500
218.249,STOCK1,85.00,30,200.00,6500
218.340,STOCK1,85.00,130,200.00,6500
218.787,STOCK1,85.00,230,200.00,6500
218.856,STOCK1,85.00,180,200.00,6500
219.360,STOCK1,85.00,170,200.00,6500
219.897,STOCK2,84.00,1000,177.00,100
220.452,STOCK2,84.00,900,177.00,100
220.605,STOCK2,84.00,1900,177.00,100
221.387,STOCK2,84.00,2900,177.00,100
221.721,STOCK1,85.00,270,200.00,6500
221.851,STOCK1,85.00,220,200.00,6500
222.389,STOCK1,85.00,170,200.00,6500
222.461,STOCK1,85.00,160,200.00,6500
222.583,STOCK1,85.00,110,200.00,6500
222.954,STOCK1,85.00,60,200.00,6500
223.760,STOCK1,85.00,50,200.00,6500
223.841,STOCK1,85.00,150,200.00,6500
224.203,STOCK2,85.00,50,177.00,100
224.244,STOCK2,84.00,2751,177.00,100
224.485,STOCK1,90.00,1000,200.00,6500
224.737,STOCK1,90.00,950,200.00,6500
225.607,STOCK1,90.00,900,200.00,6500
225.810,STOCK1,90.00,850,200.00,6500
225.830,STOCK1,90.00,840,200.00,6500
225.931,STOCK1,90.00,830,200.00,6500
226.053,STOCK1,90.00,780,200.00,6500
226.113,STOCK1,90.00,730,200.00,6500
226.253,STOCK1,90.00,680,200.00,6500
226.387,STOCK1,90.00,630,200.00,6500
226.519,STOCK1,90.00,580,200.00,6500
226.650,STOCK1,90.00,530,200.00,6500
226.821,STOCK1,90.00,480,200.00,6500
226.893,STOCK1,90.00,430,200.00,6500
227.024,STOCK1,90.00,380,200.00,6500
227.343,STOCK1,90.00,330,200.00,6500
227.353,STOCK1,90.00,1330,200.00,6500
227.405,STOCK1,90.00,1280,200.00,6500
227.536,STOCK1,90.00,1230,200.00,6500
227.617,STOCK1,90.00,730,200.00,6500
227.689,STOCK1,90.00,680,200.00,6500
227.819,STOCK1,90.00,630,200.00,6500
227.922,STOCK2,84.00,2552,177.00,100
227.932,STOCK1,90.00,580,200.00,6500
228.135,STOCK1,90.00,570,200.00,6500
228.155,STOCK1,90.00,520,200.00,6500
228.175,STOCK2,85.00,50,177.00,100
228.207,STOCK1,90.00,470,200.00,6500
228.316,STOCK1,90.00,420,200.00,6500
228.784,STOCK1,90.00,1420,200.00,6500
228.834,STOCK1,90.00,1370,200.00,6500
229.199,STOCK1,90.00,1320,200.00,6500
229.250,STOCK1,90.00,1310,200.00,6500
229.250,STOCK1,90.00,1260,200.00,6500
229.402,STOCK1,90.00,1210,200.00,6500
229.564,STOCK1,90.00,1160,200.00,6500
229.726,STOCK1,90.00,1110,200.00,6500
229.867,STOCK1,90.00,1060,200.00,6500
230.019,STOCK1,90.00,1010,200.00,6500
230.250,STOCK1,90.00,960,200.00,6500
230.301,STOCK1,90.00,910,200.00,6500
230.452,STOCK1,90.00,860,200.00,6500
230.493,STOCK1,85.00,1010,200.00,6500
230.583,STOCK1,85.00,960,200.00,6500
230.773,STOCK1,85.00,910,200.00,6500
230.873,STOCK1,85.00,860,200.00,6500
231.016,STOCK1,85.00,810,200.00,6500
231.156,STOCK1,85.00,760,200.00,6500
231.247,STOCK1,85.00,750,200.00,6500
231.298,STOCK1,85.00,700,200.00,6500
231.822,STOCK1,90.00,1000,200.00,6500
232.200,STOCK1,90.00,950,200.00,6500
232.354,STOCK1,90.00,900,200.00,6500
232.578,STOCK1,91.00,100,200.00,6500
232.680,STOCK1,91.00,50,200.00,6500
232.720,STOCK1,91.00,150,200.00,6500
232.873,STOCK1,91.00,250,200.00,6500
232.944,STOCK1,91.00,240,200.00,6500
232.965,STOCK1,91.00,190,200.00,6500
233.025,STOCK1,91.00,290,200.00,6500
233.127,STOCK1,91.00,240,200.00,6500
233.208,STOCK1,91.00,340,200.00,6500
233.249,STOCK1,91.00,240,200.00,6500
233.269,STOCK1,91.00,190,200.00,6500
233.391,STOCK1,91.00,290,200.00,6500
233.421,STOCK1,91.00,240,200.00,6500
233.522,STOCK1,91.00,340,200.00,6500
233.532,STOCK1,91.00,290,200.00,6500
233.682,STOCK1,91.00,240,200.00,6500
233.742,STOCK2,85.00,50,170.00,1000
233.812,STOCK1,91.00,190,200.00,6500
233.953,STOCK1,91.00,140,200.00,6500
234.087,STOCK1,91.00,90,200.00,6500
234.198,STOCK1,91.00,40,200.00,6500
234.663,STOCK1,91.00,140,200.00,6500
234.725,STOCK1,91.00,40,200.00,6500
234.805,STOCK1,91.00,140,200.00,6500
234.967,STOCK1,91.00,240,200.00,6500
235.047,STOCK1,91.00,340,200.00,6500
235.108,STOCK1,91.00,330,200.00,6500
235.199,STOCK1,91.00,430,200.00,6500
235.209,STOCK2,85.00,50,170.00,2000
235.319,STOCK1,91.00,530,200.00,6500
235.492,STOCK1,91.00,630,200.00,6500
235.612,STOCK1,91.00,730,200.00,6500
235.692,STOCK2,85.00,50,170.00,3000
235.774,STOCK1,91.00,830,200.00,6500
236.009,STOCK1,91.00,930,200.00,6500
236.140,STOCK1,91.00,1030,200.00,6500
236.512,STOCK1,91.00,30,200.00,6500
237.582,STOCK1,91.00,130,200.00,6500
237.673,STOCK1,91.00,230,200.00,6500
237.805,STOCK1,90.00,1130,200.00,6500
237.846,STOCK1,91.00,100,200.00,6500
238.007,STOCK1,91.00,200,200.00,6500
238.109,STOCK1,91.00,200,190.00,1000
238.171,STOCK1,91.00,300,190.00,1000
238.343,STOCK1,91.00,400,190.00,1000
238.525,STOCK1,91.00,500,190.00,1000
238.697,STOCK1,91.00,600,190.00,1000
238.889,STOCK1,91.00,700,190.00,1000
239.054,STOCK1,85.02,4830,190.00,1000
239.165,STOCK1,91.00,100,190.00,1000
239.244,STOCK1,91.00,200,190.00,1000
239.405,STOCK1,91.00,300,190.00,1000
240.077,STOCK1,92.00,50,190.00,1000
240.148,STOCK1,92.00,40,190.00,1000
240.349,STOCK1,92.00,30,190.00,1000
240.369,STOCK1,91.00,230,190.00,1000
240.521,STOCK1,91.00,220,190.00,1000
240.742,STOCK1,91.00,210,190.00,1000
240.762,STOCK1,91.00,310,190.00,1000
240.823,STOCK1,91.00,310,180.00,100
240.925,STOCK1,91.00,410,180.00,100
241.105,STOCK1,91.00,510,180.00,100
241.296,STOCK1,91.00,610,180.00,100
241.461,STOCK1,91.00,610,180.00,200
241.471,STOCK1,91.00,710,180.00,200
241.562,STOCK1,91.00,700,180.00,200
241.646,STOCK1,91.00,700,180.00,300
241.815,STOCK1,85.02,3530,180.00,300
241.846,STOCK1,85.02,3520,180.00,300
242.505,STOCK1,92.00,50,180.00,300
243.510,STOCK1,92.00,100,180.00,300
243.918,STOCK1,85.00,600,180.00,300
244.436,STOCK1,81.00,130,180.00,300
245.421,STOCK1,92.00,50,180.00,300
245.925,STOCK1,92.00,50,170.00,2000
247.621,STOCK1,81.00,80,170.00,2000
247.631,STOCK2,85.00,50,170.00,2800
249.666,STOCK2,85.01,5000,170.00,2800
250.692,STOCK1,93.00,100,170.00,2000
250.792,STOCK1,93.00,200,170.00,2000
250.953,STOCK1,93.00,300,170.00,2000
251.129,STOCK1,93.00,400,170.00,2000
251.293,STOCK1,93.00,500,170.00,2000
251.474,STOCK1,93.00,600,170.00,2000
251.740,STOCK1,93.00,600,160.00,1000
251.750,STOCK1,93.00,700,160.00,1000
252.910,STOCK1,93.00,800,160.00,1000
253.062,STOCK1,93.00,900,160.00,1000
253.223,STOCK1,93.00,1000,160.00,1000
253.324,STOCK1,93.00,990,160.00,1000
253.406,STOCK1,93.00,1090,160.00,1000
253.850,STOCK1,93.00,1080,160.00,1000
254.438,STOCK1,93.00,1070,160.00,1000
255.163,STOCK1,93.00,1060,160.00,1000
255.943,STOCK1,94.00,1000,160.00,1000
255.963,STOCK1,94.00,990,160.00,1000
256.822,STOCK1,93.00,1150,160.00,1000
256.842,STOCK1,93.00,1250,160.00,1000
257.615,STOCK1,93.00,250,160.00,1000
258.330,STOCK1,93.00,250,159.00,50
259.248,STOCK1,96.00,100,159.00,50
259.319,STOCK1,96.00,100,160.00,950
259.391,STOCK1,96.00,200,160.00,950
259.617,STOCK1,96.00,300,160.00,950
259.729,STOCK1,96.00,400,160.00,950
260.204,STOCK1,96.00,400,159.00,1000
260.676,STOCK1,96.00,500,159.00,1000
260.838,STOCK1,96.00,600,159.00,1000
261.011,STOCK1,96.00,700,159.00,1000
261.172,STOCK1,96.00,700,155.00,1000
261.338,STOCK1,96.00,600,155.00,1000
261.651,STOCK1,96.00,600,155.00,2000
263.507,STOCK2,85.01,5000,165.00,100
263.670,STOCK2,85.01,5000,165.00,200
263.824,STOCK2,85.01,5000,165.00,300
263.996,STOCK2,85.01,5000,165.00,400
265.389,STOCK2,85.01,5000,165.00,350
265.980,STOCK1,96.00,600,120.00,1000
266.104,STOCK2,86.00,1000,165.00,350
266.916,STOCK1,96.00,590,120.00,1000
266.967,STOCK1,96.00,490,120.00,1000
267.106,STOCK1,96.00,480,120.00,1000
267.178,STOCK2,86.00,1000,165.00,450
267.188,STOCK2,86.00,1000,165.00,350
267.259,STOCK1,96.00,470,120.00,1000
267.342,STOCK1,97.00,1000,120.00,1000
267.362,STOCK2,86.00,1000,165.00,450
267.412,STOCK1,97.00,990,120.00,1000
267.492,STOCK1,97.00,1990,120.00,1000
267.635,STOCK1,97.00,2990,120.00,1000
267.655,STOCK1,100.00,1000,120.00,1000
268.028,STOCK2,86.00,1000,165.00,550
268.089,STOCK2,86.00,1000,170.00,2350
268.141,STOCK2,86.00,1000,170.00,2250
268.527,STOCK2,86.00,1000,170.00,2200
268.627,STOCK1,100.00,990,120.00,1000
268.758,STOCK1,100.00,980,120.00,1000
268.919,STOCK1,97.00,4970,120.00,1000
268.919,STOCK1,97.00,4960,120.00,1000
269.061,STOCK1,97.00,4950,120.00,1000
270.699,STOCK1,97.00,3950,120.00,1000
270.923,STOCK1,97.00,2950,120.00,1000
271.135,STOCK1,97.00,2940,120.00,1000
271.145,STOCK1,97.00,1940,120.00,1000
271.297,STOCK1,97.00,1930,120.00,1000
271.438,STOCK1,97.00,1920,120.00,1000
271.600,STOCK1,97.00,1910,120.00,1000
271.610,STOCK1,97.00,910,120.00,1000
271.771,STOCK1,97.00,900,120.00,1000
272.193,STOCK2,86.00,1000,169.75,1000
272.950,STOCK1,96.00,370,120.00,1000
273.344,STOCK1,70.00,350,120.00,1000
275.433,STOCK1,70.00,350,110.00,1000
275.584,STOCK1,70.00,350,110.00,2000
275.727,STOCK1,70.00,350,110.00,3000
279.592,STOCK1,70.00,350,110.00,2000
279.776,STOCK2,86.00,1000,170.00,1200
279.838,STOCK2,86.00,1000,170.00,2200
280.173,STOCK2,86.00,1000,168.00,100
280.327,STOCK2,86.00,1000,168.00,200
280.498,STOCK2,86.00,1000,168.00,300
280.672,STOCK2,86.00,1000,168.00,400
280.834,STOCK2,86.00,1000,168.00,500
280.996,STOCK2,86.00,1000,168.00,600
281.491,STOCK1,70.00,350,105.00,1000
281.663,STOCK1,70.00,350,105.00,2000
281.744,STOCK1,70.00,350,105.00,1000
282.724,STOCK2,86.00,1000,168.00,300
282.950,STOCK1,70.00,350,109.00,1000
283.164,STOCK1,70.00,350,71.00,1000
283.698,STOCK2,86.00,1000,168.00,400
283.870,STOCK2,86.00,1000,168.00,500
284.021,STOCK1,70.00,350,109.00,1000
284.031,STOCK2,86.00,1000,168.00,200
284.051,STOCK2,86.00,1000,168.00,300
284.243,STOCK2,86.00,1000,168.00,400
284.416,STOCK2,86.00,1000,168.00,500
284.879,STOCK1,70.00,350,109.00,950
285.321,STOCK2,86.00,1000,168.00,400
285.468,STOCK2,86.00,1000,168.00,100
285.904,STOCK2,86.00,1000,168.00,200
286.065,STOCK2,86.00,1000,168.00,300
286.228,STOCK2,86.00,1000,168.00,400
286.399,STOCK2,86.00,1000,168.00,500
286.429,STOCK1,71.00,1000,109.00,950
286.572,STOCK2,86.00,1000,168.00,600
286.604,STOCK1,71.00,1500,109.00,950
286.754,STOCK2,86.00,1000,168.00,700
286.915,STOCK2,86.00,1000,168.00,800
287.088,STOCK2,86.00,1000,168.00,900
287.262,STOCK2,86.00,1000,168.00,1000
287.638,STOCK2,86.00,1000,168.00,700
288.773,STOCK2,86.00,3000,168.00,700
288.833,STOCK2,86.00,3000,168.00,600
289.056,STOCK1,71.00,1500,105.00,1000
289.209,STOCK2,86.00,3000,168.00,100
289.209,STOCK1,71.00,1500,105.00,2000
289.534,STOCK2,86.00,3000,170.00,2000
289.726,STOCK2,86.00,3000,170.00,1900
292.017,STOCK1,71.00,1500,105.00,1900
293.238,STOCK1,71.00,1500,105.00,1850
294.118,STOCK1,80.00,1000,105.00,1850
294.400,STOCK1,80.00,1000,105.00,1800
294.603,STOCK1,80.00,1000,105.00,1750
294.855,STOCK1,80.00,1000,105.00,1700
294.998,STOCK1,80.00,1000,105.00,1650
295.170,STOCK1,80.00,1000,105.00,1600
295.231,STOCK1,80.00,1000,105.00,1500
295.321,STOCK1,80.00,1000,105.00,1450
295.511,STOCK1,80.00,1000,105.00,450
295.622,STOCK1,80.00,1000,105.00,400
295.785,STOCK1,80.00,1000,105.00,350
295.957,STOCK1,80.00,1000,105.00,300
296.174,STOCK2,86.00,3000,169.00,100
296.305,STOCK2,86.00,3000,169.00,200
296.395,STOCK1,80.00,1000,104.00,1000
296.437,STOCK2,86.00,3000,169.00,300
296.611,STOCK2,86.00,3000,169.00,400
296.761,STOCK2,86.00,3000,169.00,500
296.951,STOCK2,86.00,3000,169.00,600
297.112,STOCK2,86.00,3000,169.00,700
297.143,STOCK1,80.00,1000,105.00,300
297.173,STOCK1,80.00,1000,105.00,200
297.284,STOCK2,86.00,3000,169.00,800
297.456,STOCK2,86.00,3000,169.00,900
297.627,STOCK2,86.00,3000,169.00,1000
297.947,STOCK1,80.00,1000,105.00,150
298.027,STOCK1,80.00,1000,105.00,50
298.403,STOCK1,80.00,1000,109.00,900
298.717,STOCK1,80.00,1000,109.00,800
298.868,STOCK1,80.00,1000,110.00,1800
298.908,STOCK1,80.00,1000,110.00,1700
299.079,STOCK1,80.00,1000,110.00,1600
299.182,STOCK2,86.00,3000,169.00,1100
299.203,STOCK2,86.00,3000,169.00,800
299.365,STOCK2,86.00,3000,169.00,900
299.515,STOCK2,86.00,3000,169.00,1000
299.565,STOCK2,86.00,3000,169.00,900
299.685,STOCK1,80.00,1000,110.00,600
299.725,STOCK2,86.00,3000,169.00,600
299.735,STOCK1,80.00,1000,110.00,500
299.806,STOCK1,81.00,1000,110.00,500
299.896,STOCK2,86.00,3000,169.00,500
300.319,STOCK1,81.00,1000,120.00,500
300.372,STOCK2,86.00,3000,169.00,200
300.512,STOCK2,86.00,3000,150.00,1000
300.633,STOCK2,86.00,3000,150.00,900
300.914,STOCK2,86.00,3000,150.00,600
301.621,STOCK2,86.00,3000,150.00,500
301.833,STOCK2,86.00,3000,150.00,200
302.247,STOCK2,86.00,3000,169.00,100
302.428,STOCK2,86.00,3000,170.00,1700
302.469,STOCK1,81.00,1000,120.00,400
302.630,STOCK2,86.00,3000,170.00,1600
302.720,STOCK1,81.00,1000,120.00,350
302.903,STOCK1,81.00,1000,120.00,300
303.287,STOCK1,81.00,1000,120.00,250
303.467,STOCK1,81.00,1000,120.00,200
303.650,STOCK1,81.00,1000,120.00,150
303.941,STOCK2,120.00,100,170.00,1600
303.981,STOCK1,81.00,1000,120.00,100
304.500,STOCK1,90.00,5000,120.00,100
304.511,STOCK2,120.00,100,170.00,1300
304.551,STOCK1,90.00,5000,120.00,50
304.721,STOCK1,90.00,5000,155.00,2100
305.035,STOCK1,90.00,5000,155.00,2000
305.087,STOCK2,120.00,100,170.00,1000
305.411,STOCK2,120.00,100,169.00,100
305.564,STOCK2,120.00,100,169.00,200
305.715,STOCK2,120.00,100,169.00,300
305.876,STOCK2,120.00,100,169.00,400
306.026,STOCK2,120.00,100,169.00,500
306.178,STOCK2,120.00,100,169.00,600
306.278,STOCK1,81.00,1000,155.00,2000
306.278,STOCK2,86.00,4100,169.00,600
306.339,STOCK2,86.00,4100,169.00,700
306.490,STOCK2,86.00,4100,169.00,800
306.634,STOCK2,86.00,4100,169.00,500
306.644,STOCK2,86.00,4100,169.00,600
306.805,STOCK2,86.00,4100,169.00,700
306.866,STOCK1,81.00,1000,155.00,1950
306.958,STOCK2,86.00,4100,169.00,800
307.121,STOCK2,86.00,4100,169.00,900
307.191,STOCK2,86.00,4100,169.00,600
307.273,STOCK2,86.00,4100,169.00,700
307.323,STOCK2,86.00,4100,150.00,1000
307.373,STOCK1,81.00,1000,155.00,1900
307.516,STOCK2,86.00,4100,150.00,700
307.610,STOCK1,81.00,500,155.00,1900
307.792,STOCK1,81.00,500,155.00,1400
308.004,STOCK1,81.00,500,155.00,1350
308.144,STOCK2,86.00,3100,150.00,700
308.174,STOCK1,81.00,500,155.00,1300
308.246,STOCK1,91.00,100,155.00,1300
308.246,STOCK2,86.00,3100,150.00,600
308.267,STOCK2,86.00,3100,150.00,300
308.307,STOCK1,91.00,100,155.00,1250
308.428,STOCK1,91.00,200,155.00,1250
308.448,STOCK2,86.00,3100,150.00,200
308.589,STOCK1,91.00,300,155.00,1250
