t_sec,symbol,bid,bid_size,ask,ask_size
710.882,STOCK2,123.00,1600,130.00,1000
710.893,STOCK1,108.50,600,134.00,2500
711.059,STOCK2,123.00,1550,130.00,1000
711.150,STOCK1,107.01,6600,134.00,2500
711.371,STOCK1,107.01,1600,134.00,2500
711.554,STOCK1,105.30,1800,134.00,2500
711.756,STOCK1,105.30,1800,130.00,5000
714.933,STOCK2,123.00,1550,130.00,500
716.009,STOCK2,123.00,1550,132.00,500
716.528,STOCK2,123.00,550,132.00,500
716.875,STOCK2,123.00,550,130.00,100
717.283,STOCK1,105.30,1800,130.00,4500
717.947,STOCK2,123.00,550,132.00,400
720.673,STOCK1,108.00,5000,130.00,4500
720.791,STOCK2,123.00,550,131.00,1000
722.635,STOCK1,108.00,5000,130.00,3500
722.726,STOCK2,123.00,550,131.00,1
722.899,STOCK2,123.00,550,133.00,2802
723.804,STOCK1,108.00,5000,128.30,1000
724.452,STOCK1,108.00,5000,128.30,2000
724.534,STOCK1,108.00,4900,128.30,2000
725.170,STOCK1,108.00,4900,128.30,3000
725.504,STOCK1,108.00,4800,128.30,3000
725.646,STOCK2,123.00,550,132.00,1000
725.909,STOCK1,108.00,4800,128.30,2500
726.201,STOCK1,108.00,4700,128.30,2500
726.452,STOCK1,108.00,4700,128.30,2000
726.806,STOCK1,108.00,4700,128.30,3000
726.816,STOCK2,123.00,500,132.00,1000
726.949,STOCK1,108.00,4700,128.30,2500
727.100,STOCK2,123.00,450,132.00,1000
727.311,STOCK1,108.00,4600,128.30,2500
727.394,STOCK1,108.00,4500,128.30,2500
727.625,STOCK2,123.00,400,132.00,1000
727.830,STOCK2,123.00,350,132.00,1000
728.022,STOCK2,123.00,300,132.00,1000
728.233,STOCK1,108.00,4400,128.30,2500
728.254,STOCK2,123.00,250,132.00,1000
728.497,STOCK2,123.00,200,132.00,1000
728.711,STOCK2,123.00,150,132.00,1000
728.863,STOCK1,108.00,4300,128.30,2500
728.873,STOCK2,123.00,100,132.00,1000
729.065,STOCK2,123.00,50,132.00,1000
729.327,STOCK2,122.00,5000,132.00,1000
729.510,STOCK2,122.00,4950,132.00,1000
729.716,STOCK1,108.00,4200,128.30,2500
729.726,STOCK2,122.00,4900,132.00,1000
729.828,STOCK1,108.00,4100,128.30,2500
729.948,STOCK2,122.00,4850,132.00,1000
730.161,STOCK2,122.00,4800,132.00,1000
730.668,STOCK1,108.00,4100,128.30,3500
730.810,STOCK2,122.00,4800,132.00,990
731.376,STOCK2,122.00,4800,130.00,100
732.014,STOCK2,122.00,4800,130.00,1100
732.215,STOCK2,122.00,4800,130.00,2100
732.376,STOCK2,122.00,4800,130.00,3100
732.557,STOCK2,122.00,4800,130.00,4100
732.607,STOCK1,108.00,4100,128.00,200
732.617,STOCK1,108.00,4100,128.00,1200
732.737,STOCK2,122.00,4800,130.00,5100
732.777,STOCK1,108.00,4100,128.00,1400
732.829,STOCK1,108.00,4100,128.00,2400
732.949,STOCK1,108.00,4100,128.00,2600
734.058,STOCK2,122.00,4800,130.00,6100
734.542,STOCK1,108.00,4100,128.00,7600
734.794,STOCK2,122.00,4800,130.00,7100
734.833,STOCK1,108.00,4000,128.00,7600
735.209,STOCK2,122.00,4800,130.00,8100
736.002,STOCK2,122.00,4800,130.00,9100
736.355,STOCK1,108.00,4000,127.30,1000
737.002,STOCK1,108.00,4000,127.30,2000
737.983,STOCK1,108.00,4000,127.30,3000
739.862,STOCK1,108.00,4000,127.00,1000
743.663,STOCK1,108.00,4000,126.00,1000
744.449,STOCK2,122.00,4800,130.00,8600
744.652,STOCK2,122.00,4800,130.00,8100
744.784,STOCK2,122.00,4800,128.00,1000
745.111,STOCK2,122.00,4800,128.00,500
745.181,STOCK2,122.00,4800,128.00,1500
745.333,STOCK2,122.00,4800,128.00,1000
746.069,STOCK2,122.00,4800,128.00,2000
746.119,STOCK2,122.00,4800,128.00,1500
746.320,STOCK1,110.00,1000,126.00,1000
746.630,STOCK2,122.00,4800,128.00,1000
746.853,STOCK2,122.00,4800,128.00,500
747.256,STOCK1,110.00,1000,125.00,3500
747.428,STOCK1,110.00,1000,125.00,4500
747.620,STOCK1,110.00,1000,125.00,5500
747.740,STOCK2,122.00,4800,130.00,8100
747.791,STOCK1,110.00,1000,125.00,6500
747.973,STOCK1,110.00,1000,125.00,7500
748.084,STOCK2,125.00,4000,130.00,8100
748.135,STOCK1,110.00,1000,125.00,8500
748.306,STOCK2,125.00,4000,130.00,8090
748.306,STOCK1,110.00,1000,125.00,9500
749.394,STOCK1,110.00,1000,125.00,10500
750.265,STOCK1,110.00,900,125.00,10500
750.812,STOCK2,125.00,2000,130.00,8090
750.934,STOCK1,110.00,800,125.00,10500
751.380,STOCK2,125.00,1990,130.00,8090
752.230,STOCK1,110.00,700,125.00,10500
752.705,STOCK1,110.00,700,125.00,9500
753.120,STOCK1,110.00,700,125.00,8500
753.251,STOCK1,111.00,5000,125.00,8500
753.684,STOCK1,111.00,5000,125.00,7500
755.099,STOCK1,111.00,5000,125.00,7000
756.443,STOCK1,111.00,5000,125.00,6500
756.637,STOCK1,111.00,5000,125.00,6000
757.516,STOCK1,112.00,1000,125.00,6000
758.113,STOCK2,125.00,990,130.00,8090
758.260,STOCK1,112.00,1000,124.00,1000
758.749,STOCK1,112.00,1000,124.00,2000
759.041,STOCK1,112.00,1000,124.00,3000
762.216,STOCK2,125.00,980,130.00,8090
763.316,STOCK2,125.00,970,130.00,8090
763.468,STOCK1,112.00,500,124.00,3000
764.061,STOCK2,125.00,960,130.00,8090
764.898,STOCK2,125.00,960,129.70,5000
765.020,STOCK2,125.00,950,129.70,5000
765.040,STOCK1,112.00,500,123.00,200
765.191,STOCK1,112.00,500,123.00,400
765.751,STOCK2,125.00,940,129.70,5000
765.963,STOCK1,112.00,500,123.00,600
766.104,STOCK1,112.00,500,123.00,800
766.134,STOCK1,112.00,500,123.00,1800
766.174,STOCK2,122.00,4740,129.70,5000
766.256,STOCK1,112.00,500,123.00,2000
766.430,STOCK1,112.00,500,123.00,2200
766.469,STOCK1,111.00,5000,123.00,2200
766.560,STOCK1,111.00,5000,123.00,2400
767.024,STOCK1,111.00,5000,123.00,3400
767.781,STOCK1,111.00,5000,123.00,4400
768.114,STOCK1,111.00,5000,120.00,3500
769.245,STOCK2,122.00,4740,129.70,4800
769.953,STOCK2,122.00,4730,129.70,4800
772.206,STOCK1,111.00,5000,119.00,1000
772.317,STOCK1,111.00,5000,119.00,2000
773.153,STOCK1,111.00,5000,119.00,3000
774.119,STOCK1,111.00,5000,118.00,200
774.279,STOCK1,111.00,5000,118.00,400
774.492,STOCK1,111.00,5000,118.00,600
775.352,STOCK1,111.00,5000,118.00,800
776.322,STOCK1,111.00,5000,118.00,1000
776.492,STOCK1,111.00,5000,118.00,1200
776.685,STOCK1,111.00,5000,118.00,1400
778.612,STOCK2,122.00,4730,129.70,4300
779.282,STOCK1,111.00,5000,115.00,1000
781.571,STOCK2,122.00,4730,129.70,3800
781.821,STOCK1,111.00,5000,118.00,1400
782.681,STOCK2,122.00,4730,129.70,3300
783.179,STOCK1,111.00,5000,118.00,1300
783.634,STOCK2,122.00,4720,129.70,3300
783.845,STOCK1,111.00,5000,118.00,1200
786.671,STOCK1,111.00,5000,115.00,1000
787.583,STOCK1,111.00,5000,115.00,900
787.725,STOCK1,111.00,5000,115.00,800
788.305,STOCK1,111.00,5000,115.00,700
788.456,STOCK1,111.00,5000,115.00,600
788.577,STOCK1,111.00,5000,115.00,500
788.749,STOCK1,111.00,5000,115.00,400
788.799,STOCK2,122.00,4670,129.70,3300
788.849,STOCK1,111.00,5000,115.00,300
788.901,STOCK1,111.00,5000,118.00,500
789.011,STOCK2,122.00,4620,129.70,3300
789.069,STOCK1,111.00,5000,118.00,400
789.210,STOCK2,122.00,4570,129.70,3300
789.413,STOCK2,122.00,4520,129.70,3300
790.886,STOCK1,111.00,5000,115.00,3500
791.519,STOCK1,111.00,5000,115.00,3400
791.681,STOCK1,111.00,5000,115.00,3300
791.792,STOCK1,111.00,5000,115.00,3200
791.952,STOCK1,111.00,5000,115.00,3100
792.083,STOCK1,111.00,5000,115.00,3000
792.235,STOCK1,111.00,5000,115.00,2900
792.416,STOCK1,111.00,5000,115.00,2800
792.545,STOCK1,111.00,5000,115.00,2700
792.628,STOCK2,122.00,4520,129.70,2800
792.710,STOCK1,111.00,5000,115.00,2600
792.939,STOCK1,111.00,5000,115.00,2500
792.949,STOCK2,122.10,500,129.70,2800
792.999,STOCK1,111.00,5000,115.00,2400
793.180,STOCK1,111.00,5000,118.00,400
793.251,STOCK1,111.00,5000,115.00,1000
793.622,STOCK1,111.00,5000,115.00,2000
794.748,STOCK1,111.01,1000,115.00,2000
795.043,STOCK1,111.01,1000,115.00,1500
795.043,STOCK1,111.01,1000,115.00,1400
795.193,STOCK1,111.01,1000,115.00,1300
795.353,STOCK1,111.01,1000,115.00,1200
795.566,STOCK1,111.01,1000,115.00,1100
795.666,STOCK1,111.01,1000,115.00,1000
795.827,STOCK1,111.01,1000,115.00,900
795.979,STOCK1,111.01,1000,115.00,800
796.131,STOCK1,111.01,1000,115.00,700
796.325,STOCK1,111.01,1000,115.00,600
797.163,STOCK1,111.01,1000,115.00,100
797.738,STOCK1,111.01,1000,115.00,3100
798.235,STOCK1,111.01,1000,115.00,4100
799.987,STOCK2,122.10,500,129.00,500
800.247,STOCK1,111.01,1000,115.00,3100
804.590,STOCK1,111.01,1000,115.00,2850
804.735,STOCK1,111.01,1000,115.00,3750
806.348,STOCK2,123.00,1000,129.00,500
807.614,STOCK2,123.00,990,129.00,500
807.685,STOCK1,111.01,1000,115.00,2750
809.460,STOCK2,123.00,980,129.00,500
810.177,STOCK2,125.00,1000,129.00,500
812.606,STOCK2,125.00,2000,129.00,500
812.776,STOCK2,125.00,3000,129.00,500
812.948,STOCK1,111.01,1000,115.00,3750
813.959,STOCK2,125.00,4000,129.00,500
823.036,STOCK2,125.00,3250,129.00,500
824.968,STOCK2,126.00,1000,129.00,500
826.780,STOCK1,111.01,500,115.00,3750
827.359,STOCK1,111.01,500,115.00,3740
827.832,STOCK1,111.00,5000,115.00,3740
827.963,STOCK1,111.00,5000,115.00,3730
829.983,STOCK2,126.00,1000,128.00,1000
831.306,STOCK1,111.00,5000,115.00,3720
831.540,STOCK1,111.00,5000,114.99,1000
835.736,STOCK2,125.00,2350,128.00,1000
836.080,STOCK1,111.01,1000,114.99,1000
837.779,STOCK2,126.10,5000,128.00,1000
838.317,STOCK2,126.10,5000,128.00,900
838.833,STOCK2,126.10,5000,128.00,800
839.086,STOCK2,126.10,5000,128.00,700
839.167,STOCK2,126.10,5000,128.00,600
840.161,STOCK2,126.10,5000,128.00,500
840.321,STOCK2,126.10,5000,128.00,400
840.462,STOCK2,126.10,5000,128.00,300
841.341,STOCK2,126.10,5000,128.00,200
841.492,STOCK2,126.10,5000,128.00,100
842.118,STOCK2,126.10,5000,129.00,400
842.239,STOCK2,126.10,5000,129.00,300
843.584,STOCK2,126.10,5000,128.00,1000
844.115,STOCK1,111.01,1000,114.98,900
845.695,STOCK2,126.10,4975,128.00,1000
845.890,STOCK2,126.10,4950,128.00,1000
846.091,STOCK2,126.10,4925,128.00,1000
846.264,STOCK2,126.10,4900,128.00,1000
846.444,STOCK2,126.10,4875,128.00,1000
847.954,STOCK2,126.10,4850,128.00,1000
847.994,STOCK1,111.01,1000,114.00,200
848.065,STOCK2,126.10,4825,128.00,1000
848.156,STOCK1,111.01,1000,114.00,400
848.254,STOCK2,126.10,4800,128.00,1000
848.294,STOCK1,111.01,1000,114.00,600
848.424,STOCK1,111.01,1000,114.00,800
848.819,STOCK1,111.01,1000,114.00,1000
849.440,STOCK1,111.01,1000,114.00,1200
849.601,STOCK1,111.01,1000,114.00,1400
849.774,STOCK1,111.01,1000,114.00,1600
850.057,STOCK2,126.10,4775,128.00,1000
850.228,STOCK2,126.10,4750,128.00,1000
850.400,STOCK2,126.10,4725,128.00,1000
851.335,STOCK2,126.10,4725,128.00,900
851.490,STOCK2,126.10,4725,128.00,800
851.683,STOCK2,126.10,4725,128.00,700
852.027,STOCK1,111.01,1000,114.00,850
852.401,STOCK2,126.10,4725,128.00,600
852.815,STOCK1,111.01,1000,114.00,840
853.081,STOCK1,111.01,1000,112.00,1000
853.153,STOCK2,126.10,4725,128.00,500
856.095,STOCK1,111.05,2500,112.00,1000
857.178,STOCK2,126.10,4725,128.00,490
857.353,STOCK2,126.10,4725,128.00,480
858.048,STOCK2,126.10,4725,128.00,470
858.905,STOCK2,126.10,4725,128.00,370
859.269,STOCK1,111.05,2300,112.00,1000
859.380,STOCK2,126.10,4225,128.00,370
859.835,STOCK2,126.10,4225,128.00,270
860.373,STOCK1,111.05,2100,112.00,1000
861.410,STOCK2,126.10,4225,128.00,170
861.986,STOCK2,126.10,4225,128.00,70
863.039,STOCK1,111.05,1900,112.00,1000
864.054,STOCK2,126.10,4225,129.00,270
864.064,STOCK1,111.05,1700,112.00,1000
864.898,STOCK2,126.30,1000,129.00,270
866.233,STOCK1,111.05,1700,114.00,840
866.343,STOCK1,111.05,1700,111.95,200
866.524,STOCK1,111.05,1700,111.95,400
866.665,STOCK1,111.05,1700,111.95,600
868.363,STOCK1,111.05,1500,111.95,600
868.836,STOCK2,126.30,1000,129.00,260
869.698,STOCK2,126.30,1000,128.00,1000
870.386,STOCK2,126.30,1000,128.00,2000
870.611,STOCK2,126.30,1000,128.00,3000
871.980,STOCK2,126.30,1000,128.00,2800
873.237,STOCK2,126.30,1000,128.00,2600
874.251,STOCK1,111.05,1500,111.95,100
874.384,STOCK1,111.05,1500,114.00,840
874.718,STOCK2,126.30,1000,128.00,1600
874.870,STOCK1,111.05,1500,114.00,640
878.710,STOCK1,111.05,600,114.00,640
879.736,STOCK2,126.30,1000,128.00,600
880.617,STOCK1,111.05,600,113.00,500
882.199,STOCK1,111.05,600,113.00,400
882.714,STOCK1,111.05,600,113.00,900
882.869,STOCK1,111.05,600,113.00,800
883.000,STOCK1,111.05,600,113.00,700
883.142,STOCK1,111.05,600,113.00,600
884.398,STOCK1,111.05,600,113.00,500
884.571,STOCK1,111.05,600,113.00,400
884.725,STOCK1,111.05,600,113.00,300
886.087,STOCK1,111.05,600,113.00,200
886.289,STOCK1,111.05,600,113.00,100
886.551,STOCK1,111.05,600,113.00,600
886.693,STOCK1,111.05,100,113.00,600
886.837,STOCK1,111.05,100,113.00,500
887.357,STOCK2,126.30,1000,128.00,500
887.489,STOCK1,111.05,100,113.00,1000
888.045,STOCK2,126.30,1000,128.00,400
888.480,STOCK2,126.30,1000,129.70,2460
888.642,STOCK2,126.30,1000,129.70,2360
889.800,STOCK1,111.02,1600,113.00,1000
889.871,STOCK2,126.30,1000,129.70,1360
890.082,STOCK1,111.02,1600,113.00,500
890.213,STOCK2,126.30,1000,129.70,360
892.789,STOCK1,111.02,1600,113.00,400
892.963,STOCK1,111.02,1600,113.00,300
893.391,STOCK1,111.02,1600,113.00,200
894.999,STOCK1,111.02,1100,113.00,200
895.739,STOCK1,111.02,600,113.00,200
895.759,STOCK1,111.02,600,113.00,100
897.183,STOCK1,111.02,100,113.00,100
897.303,STOCK1,111.02,100,114.00,640
898.290,STOCK1,111.01,600,114.00,640
899.859,STOCK2,126.30,1000,130.00,7661
902.241,STOCK1,111.01,300,114.00,640
904.135,STOCK2,126.30,1000,129.00,1000
904.500,STOCK1,111.02,1000,114.00,640
906.363,STOCK2,126.50,200,129.00,1000
906.525,STOCK2,126.50,400,129.00,1000
906.686,STOCK2,126.50,600,129.00,1000
906.840,STOCK2,126.50,800,129.00,1000
907.013,STOCK2,126.50,1000,129.00,1000
907.398,STOCK2,126.50,1200,129.00,1000
908.603,STOCK1,111.02,1000,114.00,41
909.257,STOCK2,126.50,1400,129.00,1000
909.450,STOCK2,126.50,1600,129.00,1000
909.611,STOCK2,126.50,1800,129.00,1000
910.593,STOCK2,126.50,2000,129.00,1000
910.727,STOCK2,126.50,2200,129.00,1000
910.918,STOCK2,126.50,2400,129.00,1000
912.601,STOCK1,111.02,1000,113.95,5000
913.470,STOCK1,111.02,1000,113.00,1000
914.123,STOCK1,111.02,1000,113.00,900
914.583,STOCK1,111.02,1000,113.00,1900
915.381,STOCK1,111.01,300,113.00,1900
916.500,STOCK1,111.01,300,113.95,1900
916.702,STOCK1,111.01,300,114.93,441
916.874,STOCK1,111.01,300,117.00,671
917.057,STOCK1,111.01,300,123.00,3071
917.170,STOCK2,126.50,2200,129.00,1000
917.230,STOCK1,111.01,300,126.50,71
917.528,STOCK2,126.50,2000,129.00,1000
918.180,STOCK1,111.01,300,134.00,1571
918.360,STOCK1,111.01,300,141.00,971
918.805,STOCK1,111.01,300,148.00,3671
919.498,STOCK2,127.00,500,129.00,1000
920.915,STOCK2,127.00,475,129.00,1000
921.299,STOCK2,127.00,450,129.00,1000
921.797,STOCK1,111.01,300,148.00,1000
921.919,STOCK2,127.00,425,129.00,1000
922.370,STOCK2,127.00,400,129.00,1000
922.511,STOCK1,111.01,200,148.00,1000
922.776,STOCK2,127.00,375,129.00,1000
922.946,STOCK2,127.00,375,128.00,500
923.157,STOCK2,127.00,350,128.00,500
923.750,STOCK2,127.00,325,128.00,500
924.155,STOCK2,126.50,1325,128.00,500
924.498,STOCK2,126.50,1300,128.00,500
925.380,STOCK2,126.50,300,128.00,500
925.634,STOCK1,111.01,200,147.90,350
926.296,STOCK1,112.00,200,147.90,350
926.478,STOCK1,112.00,400,147.90,350
926.538,STOCK1,112.00,400,147.00,1000
926.599,STOCK1,112.00,600,147.00,1000
926.661,STOCK1,112.00,600,140.00,1000
926.762,STOCK1,112.00,800,140.00,1000
926.822,STOCK1,112.00,800,114.93,2500
926.852,STOCK1,112.00,1000,114.93,2500
927.023,STOCK1,112.00,1200,114.93,2500
927.133,STOCK1,112.00,1400,114.93,2500
927.539,STOCK2,126.30,650,128.00,500
928.349,STOCK1,112.00,1600,114.93,2500
928.501,STOCK1,112.00,1800,114.93,2500
928.641,STOCK1,112.00,2000,114.93,2500
928.791,STOCK1,112.00,2200,114.93,2500
928.954,STOCK1,112.00,2400,114.93,2500
930.043,STOCK1,112.00,2400,114.93,2000
930.467,STOCK1,112.00,2400,140.00,2000
932.005,STOCK1,112.00,2400,140.00,3000
932.536,STOCK1,112.00,2400,140.00,4000
932.675,STOCK2,126.10,3875,128.00,500
932.797,STOCK1,112.01,5000,140.00,4000
933.775,STOCK2,126.10,2875,128.00,500
934.888,STOCK1,112.01,5000,139.00,1000
935.070,STOCK2,126.10,1875,128.00,500
935.350,STOCK1,112.01,5000,139.00,2000
935.796,STOCK1,112.01,5000,139.00,3000
935.876,STOCK2,126.10,875,128.00,500
936.754,STOCK1,113.01,1000,139.00,3000
937.570,STOCK1,113.01,2000,139.00,3000
938.317,STOCK1,113.01,3000,139.00,3000
939.810,STOCK2,126.10,875,128.00,400
939.890,STOCK1,114.00,200,139.00,3000
939.960,STOCK2,126.10,875,128.00,300
940.041,STOCK1,114.00,400,139.00,3000
940.091,STOCK1,114.00,800,139.00,3000
940.191,STOCK1,114.00,1000,139.00,3000
940.331,STOCK1,114.00,1200,139.00,3000
940.434,STOCK2,126.10,875,128.00,200
940.466,STOCK1,114.00,1400,139.00,3000
940.627,STOCK1,114.00,1600,139.00,3000
940.759,STOCK1,114.00,1800,139.00,3000
941.248,STOCK1,114.00,1800,138.02,1000
941.248,STOCK1,114.00,2000,138.02,1000
941.350,STOCK2,126.30,100,128.00,200
941.494,STOCK2,126.30,200,128.00,200
941.657,STOCK2,126.30,300,128.00,200
941.868,STOCK2,126.30,400,128.00,200
941.908,STOCK2,126.30,400,128.00,150
942.008,STOCK2,126.30,500,128.00,150
942.675,STOCK2,126.30,600,128.00,150
942.920,STOCK2,126.30,700,128.00,150
943.011,STOCK2,126.30,800,128.00,150
943.193,STOCK2,126.30,900,128.00,150
943.578,STOCK2,126.30,1000,128.00,150
943.775,STOCK2,126.30,1100,128.00,150
943.967,STOCK2,126.30,1200,128.00,150
944.088,STOCK2,126.30,1300,128.00,150
944.753,STOCK1,114.00,1900,138.02,1000
945.259,STOCK1,114.01,5000,138.02,1000
945.289,STOCK1,114.01,4900,138.02,1000
945.542,STOCK1,114.01,4800,138.02,1000
945.644,STOCK1,114.01,4700,138.02,1000
946.080,STOCK1,114.01,4700,137.00,1000
946.142,STOCK1,114.01,4600,137.00,1000
946.213,STOCK2,126.30,1300,128.00,100
947.114,STOCK1,114.01,4600,137.00,2000
947.479,STOCK2,126.30,1300,128.00,50
947.621,STOCK2,126.30,1300,129.00,1000
947.691,STOCK1,114.50,1000,137.00,2000
947.835,STOCK1,114.50,2000,137.00,2000
947.876,STOCK1,114.50,1900,137.00,2000
947.946,STOCK2,126.30,1300,129.00,950
948.005,STOCK1,114.50,2900,137.00,2000
948.026,STOCK1,114.50,2800,137.00,2000
948.169,STOCK1,114.50,3800,137.00,2000
948.332,STOCK1,114.50,4800,137.00,2000
948.442,STOCK2,126.30,1300,129.00,900
948.483,STOCK1,114.50,3800,137.00,2000
949.011,STOCK1,114.50,4800,137.00,2000
949.021,STOCK1,114.50,4700,137.00,2000
949.214,STOCK1,115.01,1000,137.00,2000
949.398,STOCK1,115.01,2000,137.00,2000
949.681,STOCK1,115.01,1000,137.00,2000
949.863,STOCK1,115.01,2000,137.00,2000
950.207,STOCK1,115.01,3000,137.00,2000
950.309,STOCK1,115.01,2000,137.00,2000
950.442,STOCK2,126.30,800,129.00,900
951.513,STOCK1,115.01,1000,137.00,2000
952.355,STOCK1,116.00,1000,137.00,2000
952.547,STOCK2,126.30,900,129.00,900
952.720,STOCK2,126.30,1000,129.00,900
952.905,STOCK2,126.30,1100,129.00,900
953.078,STOCK2,126.30,1200,129.00,900
953.249,STOCK2,126.30,1300,129.00,900
953.420,STOCK1,116.00,1200,137.00,2000
953.571,STOCK1,116.00,1400,137.00,2000
953.732,STOCK1,116.00,1600,137.00,2000
954.167,STOCK1,116.00,2600,137.00,2000
954.675,STOCK1,116.00,2500,137.00,2000
954.830,STOCK1,116.00,2400,137.00,2000
954.981,STOCK1,116.00,2300,137.00,2000
955.124,STOCK2,127.00,400,129.00,900
955.365,STOCK1,116.00,2200,137.00,2000
955.537,STOCK1,116.00,2100,137.00,2000
956.046,STOCK1,116.00,2000,137.00,2000
956.200,STOCK1,116.00,1900,137.00,2000
956.267,STOCK1,116.00,1900,136.00,1000
956.368,STOCK1,116.00,1400,136.00,1000
956.864,STOCK1,116.00,1300,136.00,1000
957.079,STOCK1,116.00,1200,136.00,1000
957.766,STOCK1,116.00,1100,136.00,1000
958.679,STOCK1,116.00,600,136.00,1000
959.398,STOCK1,116.00,600,135.01,1000
959.572,STOCK1,116.00,600,135.01,2000
959.880,STOCK1,116.00,100,135.01,2000
960.356,STOCK1,117.50,200,135.01,2000
960.519,STOCK1,117.50,400,135.01,2000
960.681,STOCK1,117.50,600,135.01,2000
960.757,STOCK1,117.50,600,135.00,1000
960.878,STOCK1,117.50,800,135.00,1000
960.940,STOCK2,126.30,1200,129.00,900
961.377,STOCK1,117.50,300,135.00,1000
961.907,STOCK1,120.01,5000,135.00,1000
964.240,STOCK1,120.01,4900,135.00,1000
964.420,STOCK1,120.01,4800,135.00,1000
964.806,STOCK1,122.00,1000,135.00,1000
965.088,STOCK1,122.00,500,135.00,1000
966.340,STOCK1,120.01,4800,135.00,1000
966.434,STOCK1,122.00,1000,135.00,1000
968.052,STOCK1,122.00,500,135.00,1000
969.005,STOCK1,120.01,4800,135.00,1000
969.632,STOCK1,124.00,1000,135.00,1000
969.852,STOCK1,124.00,2000,135.00,1000
969.985,STOCK1,124.00,2000,134.01,500
970.026,STOCK1,124.00,3000,134.01,500
970.026,STOCK1,126.00,3000,134.01,500
970.831,STOCK1,126.00,3000,134.01,1000
970.964,STOCK1,126.00,3000,132.00,5000
973.389,STOCK2,126.31,5000,129.00,900
975.192,STOCK1,127.00,2000,132.00,5000
975.509,STOCK1,127.00,2000,131.00,1000
976.087,STOCK1,127.00,2000,130.01,500
976.231,STOCK1,127.00,2000,130.01,1000
976.386,STOCK1,127.00,1500,130.01,1000
976.599,STOCK1,127.00,1500,130.01,1500
977.622,STOCK1,127.00,1000,130.01,1500
979.120,STOCK2,126.32,100,129.00,900
979.293,STOCK2,126.32,200,129.00,900
979.444,STOCK2,126.32,300,129.00,900
980.029,STOCK2,126.32,300,128.99,5000
980.334,STOCK1,128.00,1000,130.01,1500
980.777,STOCK1,128.00,900,130.01,1500
981.808,STOCK2,126.32,400,128.99,5000
981.868,STOCK1,128.00,1900,130.01,1500
981.939,STOCK2,126.32,500,128.99,5000
982.463,STOCK1,128.00,2900,130.01,1500
983.940,STOCK2,126.32,500,128.99,4900
984.061,STOCK1,128.00,2800,130.01,1500
985.374,STOCK1,128.00,2300,130.01,1500
985.464,STOCK1,128.00,2275,130.01,1500
985.626,STOCK1,128.00,2250,130.01,1500
985.790,STOCK1,128.00,2225,130.01,1500
985.950,STOCK1,128.00,2200,130.01,1500
986.070,STOCK1,128.00,2175,130.01,1500
986.213,STOCK1,128.00,2150,130.01,1500
986.366,STOCK1,128.00,2125,130.01,1500
986.507,STOCK1,128.00,2100,130.01,1500
986.659,STOCK1,128.00,2075,130.01,1500
986.801,STOCK1,128.00,2050,130.01,1500
986.965,STOCK1,128.00,2025,130.01,1500
987.125,STOCK1,128.00,2000,130.01,1500
987.209,STOCK2,126.32,500,129.00,800
987.280,STOCK1,128.00,1975,130.01,1500
987.361,STOCK1,128.00,1975,130.00,1000
987.361,STOCK1,128.00,1875,130.00,1000
987.412,STOCK1,128.00,875,130.00,1000
987.422,STOCK1,128.00,850,130.00,1000
987.583,STOCK1,128.00,825,130.00,1000
987.734,STOCK1,128.00,800,130.00,1000
987.765,STOCK2,126.32,500,129.00,700
987.826,STOCK2,126.32,500,130.00,3361
987.856,STOCK1,128.00,775,130.00,1000
987.977,STOCK2,126.32,500,130.00,3261
988.007,STOCK1,128.00,750,130.00,1000
988.148,STOCK1,128.00,725,130.00,1000
988.168,STOCK2,126.32,500,130.00,3161
988.229,STOCK2,126.32,500,132.00,151
988.311,STOCK1,128.00,700,130.00,1000
988.453,STOCK1,128.00,675,130.00,1000
988.493,STOCK2,126.32,500,132.00,51
988.493,STOCK1,128.00,575,130.00,1000
988.564,STOCK1,128.00,575,129.01,500
988.594,STOCK1,128.00,550,129.01,500
988.704,STOCK2,126.32,500,134.00,853
988.734,STOCK1,128.00,525,129.01,500
988.885,STOCK1,128.00,500,129.01,500
989.045,STOCK1,128.00,475,129.01,500
989.127,STOCK2,126.32,500,137.00,2053
989.188,STOCK1,128.00,450,129.01,500
989.335,STOCK1,128.00,425,129.01,500
989.406,STOCK2,126.32,500,137.00,1953
989.486,STOCK1,128.00,325,129.01,500
989.496,STOCK1,128.00,300,129.01,500
989.507,STOCK2,126.32,500,142.00,353
989.628,STOCK1,128.00,275,129.01,500
989.791,STOCK1,128.00,250,129.01,500
989.881,STOCK2,126.32,500,148.00,1253
989.961,STOCK1,128.00,225,129.01,500
990.082,STOCK1,128.00,200,129.01,500
990.255,STOCK1,128.00,175,129.01,500
990.375,STOCK2,126.32,500,167.00,978
990.692,STOCK2,126.32,500,178.00,178
990.878,STOCK1,128.00,150,129.01,500
991.031,STOCK1,128.00,125,129.01,500
991.183,STOCK1,128.00,100,129.01,500
991.254,STOCK2,126.32,500,400.00,268
991.904,STOCK1,128.00,100,129.01,1000
993.391,STOCK2,126.31,4500,400.00,268
994.506,STOCK2,126.31,4500,400.00,2268
994.912,STOCK2,126.31,4500,200.00,100
995.103,STOCK2,126.31,4500,200.00,200
995.267,STOCK2,126.31,4500,200.00,300
995.422,STOCK2,126.31,4500,200.00,400
