id,t_sec,symbol,price,qty,taker_side,buyer,seller,bid,ask
187,230.493,STOCK1,85.00,90,sell,T-019,T-043,90.00,200.00
188,230.583,STOCK1,85.00,10,sell,T-019,T-033,85.00,200.00
189,230.583,STOCK1,85.00,40,sell,T-036,T-033,85.00,200.00
190,230.773,STOCK1,85.00,50,sell,T-036,T-033,85.00,200.00
191,230.873,STOCK1,85.00,50,sell,T-036,T-033,85.00,200.00
192,231.016,STOCK1,85.00,50,sell,T-036,T-033,85.00,200.00
193,231.156,STOCK1,85.00,50,sell,T-036,T-033,85.00,200.00
194,231.247,STOCK1,85.00,10,sell,T-036,T-025,85.00,200.00
195,231.298,STOCK1,85.00,50,sell,T-036,T-033,85.00,200.00
196,232.200,STOCK1,90.00,50,sell,T-032,T-033,90.00,200.00
197,232.354,STOCK1,90.00,50,sell,T-032,T-033,90.00,200.00
198,232.680,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
199,232.944,STOCK1,91.00,10,sell,T-019,T-025,91.00,200.00
200,232.965,STOCK1,91.00,40,sell,T-019,T-033,91.00,200.00
201,232.965,STOCK1,91.00,10,sell,T-019,T-033,91.00,200.00
202,233.127,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
203,233.249,STOCK1,91.00,40,sell,T-019,T-002,91.00,200.00
204,233.249,STOCK1,91.00,60,sell,T-019,T-002,91.00,200.00
205,233.269,STOCK1,91.00,40,sell,T-019,T-033,91.00,200.00
206,233.269,STOCK1,91.00,10,sell,T-019,T-033,91.00,200.00
207,233.421,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
208,233.532,STOCK1,91.00,40,sell,T-019,T-033,91.00,200.00
209,233.532,STOCK1,91.00,10,sell,T-019,T-033,91.00,200.00
210,233.682,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
211,233.812,STOCK1,91.00,40,sell,T-019,T-033,91.00,200.00
212,233.812,STOCK1,91.00,10,sell,T-019,T-033,91.00,200.00
213,233.953,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
214,234.087,STOCK1,91.00,40,sell,T-019,T-033,91.00,200.00
215,234.087,STOCK1,91.00,10,sell,T-019,T-033,91.00,200.00
216,234.198,STOCK1,91.00,50,sell,T-019,T-033,91.00,200.00
217,234.725,STOCK1,91.00,40,sell,T-019,T-002,91.00,200.00
218,234.725,STOCK1,91.00,60,sell,T-019,T-002,91.00,200.00
219,235.108,STOCK1,91.00,10,sell,T-019,T-025,91.00,200.00
220,236.512,STOCK1,91.00,30,sell,T-019,T-043,91.00,200.00
221,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
222,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
223,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
224,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
225,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
226,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
227,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
228,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
229,236.512,STOCK1,91.00,100,sell,T-019,T-043,91.00,200.00
230,236.512,STOCK1,91.00,70,sell,T-019,T-043,91.00,200.00
231,237.805,STOCK1,91.00,30,sell,T-019,T-033,91.00,200.00
232,237.805,STOCK1,91.00,100,sell,T-019,T-033,91.00,200.00
233,237.805,STOCK1,91.00,100,sell,T-019,T-033,91.00,200.00
234,237.805,STOCK1,90.00,900,sell,T-032,T-033,91.00,200.00
235,237.805,STOCK1,90.00,870,sell,T-016,T-033,91.00,200.00
236,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
237,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
238,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
239,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
240,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
241,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
242,239.054,STOCK1,91.00,100,sell,T-019,T-033,91.00,190.00
243,239.054,STOCK1,90.00,1130,sell,T-016,T-033,91.00,190.00
244,239.054,STOCK1,85.02,170,sell,T-011,T-033,91.00,190.00
245,240.148,STOCK1,92.00,10,sell,T-030,T-025,92.00,190.00
246,240.349,STOCK1,92.00,10,sell,T-030,T-025,92.00,190.00
247,240.369,STOCK1,92.00,30,sell,T-030,T-002,92.00,190.00
248,240.369,STOCK1,91.00,70,sell,T-019,T-002,92.00,190.00
249,240.521,STOCK1,91.00,10,sell,T-019,T-025,91.00,190.00
250,240.742,STOCK1,91.00,10,sell,T-019,T-025,91.00,190.00
251,241.562,STOCK1,91.00,10,sell,T-019,T-025,91.00,180.00
252,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
253,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
254,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
255,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
256,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
257,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
258,241.815,STOCK1,91.00,100,sell,T-019,T-033,91.00,180.00
259,241.815,STOCK1,85.02,1300,sell,T-011,T-033,91.00,180.00
260,241.846,STOCK1,85.02,10,sell,T-011,T-025,85.02,180.00
261,243.918,STOCK1,92.00,50,sell,T-030,T-052,92.00,180.00
262,243.918,STOCK1,92.00,50,sell,T-030,T-052,92.00,180.00
263,243.918,STOCK1,85.00,100,sell,T-036,T-052,92.00,180.00
264,244.436,STOCK1,85.00,600,sell,T-036,T-033,85.00,180.00
265,244.436,STOCK1,82.00,280,sell,T-041,T-033,85.00,180.00
266,244.436,STOCK1,82.00,1000,sell,T-041,T-033,85.00,180.00
267,244.436,STOCK1,81.00,50,sell,T-030,T-033,85.00,180.00
268,244.436,STOCK1,81.00,50,sell,T-030,T-033,85.00,180.00
269,244.436,STOCK1,81.00,20,sell,T-030,T-033,85.00,180.00
270,247.621,STOCK1,92.00,50,sell,T-030,T-002,92.00,170.00
271,247.621,STOCK1,81.00,30,sell,T-030,T-002,92.00,170.00
272,247.621,STOCK1,81.00,20,sell,T-045,T-002,92.00,170.00
273,247.631,STOCK2,170.00,200,buy,T-052,T-040,85.00,170.00
274,253.324,STOCK1,93.00,10,sell,T-019,T-025,93.00,160.00
275,253.850,STOCK1,93.00,10,sell,T-019,T-025,93.00,160.00
276,254.438,STOCK1,93.00,10,sell,T-019,T-025,93.00,160.00
277,255.163,STOCK1,93.00,10,sell,T-019,T-025,93.00,160.00
278,255.963,STOCK1,94.00,10,sell,T-032,T-025,94.00,160.00
279,256.822,STOCK1,94.00,990,sell,T-032,T-033,94.00,160.00
280,256.822,STOCK1,93.00,10,sell,T-019,T-033,94.00,160.00
281,257.615,STOCK1,93.00,50,sell,T-019,T-033,93.00,160.00
282,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
283,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
284,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
285,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
286,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
287,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
288,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
289,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
290,257.615,STOCK1,93.00,100,sell,T-019,T-033,93.00,160.00
291,257.615,STOCK1,93.00,50,sell,T-019,T-033,93.00,160.00
292,259.319,STOCK1,159.00,50,buy,T-051,T-030,96.00,159.00
293,259.319,STOCK1,160.00,50,buy,T-051,T-032,96.00,159.00
294,261.338,STOCK1,96.00,100,sell,T-019,T-010,96.00,155.00
295,265.389,STOCK2,165.00,50,buy,T-024,T-046,85.01,165.00
296,266.916,STOCK1,96.00,10,sell,T-019,T-025,96.00,120.00
297,266.967,STOCK1,96.00,90,sell,T-019,T-002,96.00,120.00
298,266.967,STOCK1,96.00,10,sell,T-019,T-002,96.00,120.00
299,267.106,STOCK1,96.00,10,sell,T-019,T-025,96.00,120.00
300,267.188,STOCK2,165.00,50,buy,T-003,T-046,86.00,165.00
301,267.188,STOCK2,165.00,50,buy,T-003,T-046,86.00,165.00
302,267.259,STOCK1,96.00,10,sell,T-019,T-025,96.00,120.00
303,267.412,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
304,268.089,STOCK2,165.00,50,buy,T-026,T-046,86.00,165.00
305,268.089,STOCK2,165.00,100,buy,T-026,T-046,86.00,165.00
306,268.089,STOCK2,165.00,100,buy,T-026,T-046,86.00,165.00
307,268.089,STOCK2,165.00,100,buy,T-026,T-046,86.00,165.00
308,268.089,STOCK2,165.00,100,buy,T-026,T-046,86.00,165.00
309,268.089,STOCK2,165.00,100,buy,T-026,T-046,86.00,165.00
310,268.089,STOCK2,170.00,450,buy,T-026,T-040,86.00,165.00
311,268.141,STOCK2,170.00,100,buy,T-003,T-040,86.00,170.00
312,268.527,STOCK2,170.00,50,buy,T-024,T-040,86.00,170.00
313,268.627,STOCK1,100.00,10,sell,T-051,T-025,100.00,120.00
314,268.758,STOCK1,100.00,10,sell,T-051,T-025,100.00,120.00
315,268.919,STOCK1,100.00,980,sell,T-051,T-033,100.00,120.00
316,268.919,STOCK1,97.00,20,sell,T-032,T-033,100.00,120.00
317,268.919,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
318,269.061,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
319,270.699,STOCK1,97.00,950,sell,T-032,T-033,97.00,120.00
320,270.699,STOCK1,97.00,50,sell,T-032,T-033,97.00,120.00
321,270.923,STOCK1,97.00,950,sell,T-032,T-043,97.00,120.00
322,270.923,STOCK1,97.00,50,sell,T-032,T-043,97.00,120.00
323,271.135,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
324,271.145,STOCK1,97.00,940,sell,T-032,T-033,97.00,120.00
325,271.145,STOCK1,97.00,60,sell,T-032,T-033,97.00,120.00
326,271.297,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
327,271.438,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
328,271.600,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
329,271.610,STOCK1,97.00,910,sell,T-032,T-043,97.00,120.00
330,271.610,STOCK1,97.00,90,sell,T-032,T-043,97.00,120.00
331,271.771,STOCK1,97.00,10,sell,T-032,T-025,97.00,120.00
332,272.950,STOCK1,97.00,900,sell,T-032,T-033,97.00,120.00
333,272.950,STOCK1,96.00,70,sell,T-019,T-033,97.00,120.00
334,272.950,STOCK1,96.00,30,sell,T-019,T-033,97.00,120.00
335,273.344,STOCK1,96.00,70,sell,T-019,T-033,96.00,120.00
336,273.344,STOCK1,96.00,100,sell,T-019,T-033,96.00,120.00
337,273.344,STOCK1,96.00,100,sell,T-019,T-033,96.00,120.00
338,273.344,STOCK1,96.00,100,sell,T-019,T-033,96.00,120.00
339,273.344,STOCK1,93.00,50,sell,T-019,T-033,96.00,120.00
340,273.344,STOCK1,93.00,100,sell,T-019,T-033,96.00,120.00
341,273.344,STOCK1,93.00,100,sell,T-019,T-033,96.00,120.00
342,273.344,STOCK1,81.00,80,sell,T-045,T-033,96.00,120.00
343,273.344,STOCK1,80.00,150,sell,T-029,T-033,96.00,120.00
344,273.344,STOCK1,70.00,150,sell,T-051,T-033,96.00,120.00
345,279.592,STOCK1,110.00,1000,buy,T-026,T-032,70.00,110.00
346,279.776,STOCK2,169.75,1000,buy,T-008,T-011,86.00,169.75
347,279.776,STOCK2,170.00,200,buy,T-008,T-040,86.00,169.75
348,279.776,STOCK2,170.00,800,buy,T-008,T-040,86.00,169.75
349,281.744,STOCK1,105.00,1000,buy,T-026,T-040,70.00,105.00
350,282.724,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
351,282.724,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
352,282.724,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
353,282.950,STOCK1,105.00,1000,buy,T-026,T-040,70.00,105.00
354,284.021,STOCK1,71.00,1000,buy,T-026,T-041,70.00,71.00
355,284.031,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
356,284.031,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
357,284.031,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
358,284.879,STOCK1,109.00,50,buy,T-024,T-031,70.00,109.00
359,285.321,STOCK2,168.00,100,buy,T-003,T-046,86.00,168.00
360,285.468,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
361,285.468,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
362,285.468,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
363,287.638,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
364,287.638,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
365,287.638,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
366,288.833,STOCK2,168.00,100,buy,T-003,T-046,86.00,168.00
367,289.209,STOCK2,168.00,100,buy,T-006,T-046,86.00,168.00
368,289.209,STOCK2,168.00,100,buy,T-006,T-046,86.00,168.00
369,289.209,STOCK2,168.00,100,buy,T-006,T-046,86.00,168.00
370,289.209,STOCK2,168.00,100,buy,T-006,T-046,86.00,168.00
371,289.209,STOCK2,168.00,100,buy,T-006,T-046,86.00,168.00
372,289.534,STOCK2,168.00,100,buy,T-049,T-046,86.00,168.00
373,289.534,STOCK2,170.00,200,buy,T-049,T-040,86.00,168.00
374,289.726,STOCK2,170.00,100,buy,T-003,T-040,86.00,170.00
