t_sec,symbol,bid,bid_size,ask,ask_size
371.123,STOCK2,110.00,370,130.00,1000
371.500,STOCK2,110.00,370,199.00,10
374.636,STOCK1,260.00,4000,400.00,2910
377.691,STOCK1,260.00,4000,400.00,3910
378.535,STOCK2,110.00,370,130.00,1000
379.121,STOCK2,112.00,5000,130.00,1000
380.677,STOCK2,112.00,5000,198.00,10
380.727,STOCK1,260.00,4000,400.00,1000
384.235,STOCK1,260.00,4000,400.00,500
385.543,STOCK1,260.00,4000,1000.00,5000
385.745,STOCK2,115.00,1000,198.00,10
386.126,STOCK2,115.00,1100,198.00,10
388.626,STOCK2,130.00,3000,198.00,10
389.640,STOCK2,130.00,3000,200.00,6820
389.892,STOCK2,130.00,4000,200.00,6820
390.034,STOCK2,130.00,4000,150.00,2000
393.562,STOCK2,130.00,5000,150.00,2000
394.329,STOCK1,260.00,4000,800.00,1500
395.972,STOCK1,260.00,4000,750.00,500
395.982,STOCK2,130.00,5000,150.00,200
396.470,STOCK2,130.00,5000,200.00,6030
397.328,STOCK2,130.00,3000,200.00,6030
398.614,STOCK1,260.00,4000,600.00,100
399.095,STOCK2,130.00,3000,200.00,5030
399.690,STOCK2,130.00,2000,200.00,5030
402.545,STOCK2,130.00,2010,200.00,5030
404.045,STOCK2,131.00,2000,200.00,5030
405.437,STOCK2,130.00,3010,200.00,5030
406.906,STOCK1,260.00,4000,400.00,100
408.241,STOCK2,135.00,10,200.00,5030
411.672,STOCK2,135.00,10,199.00,1000
412.148,STOCK1,260.00,4000,500.00,2000
413.181,STOCK2,135.00,10,200.00,5030
414.085,STOCK1,260.00,4000,400.00,1000
414.600,STOCK1,260.00,4000,380.00,1000
415.073,STOCK1,260.00,3000,380.00,1000
416.336,STOCK2,135.00,10,199.00,1000
417.432,STOCK1,260.00,3000,400.00,3000
418.604,STOCK1,260.00,2000,400.00,3000
419.317,STOCK2,135.00,10,190.00,100
419.461,STOCK2,135.00,10,199.00,100
419.593,STOCK2,136.00,1000,199.00,100
421.870,STOCK1,260.00,2000,350.00,1000
423.491,STOCK2,140.00,10,199.00,100
424.858,STOCK2,140.00,10,200.00,5030
426.876,STOCK2,140.00,10,199.00,1000
429.675,STOCK2,140.00,110,199.00,1000
430.444,STOCK2,150.00,100,199.00,1000
431.200,STOCK2,150.00,100,199.00,2000
431.320,STOCK2,150.00,110,199.00,2000
431.351,STOCK2,150.00,110,199.00,1900
431.371,STOCK2,150.00,110,199.00,2900
432.972,STOCK2,150.00,3110,199.00,2900
433.500,STOCK2,150.00,3110,199.00,2800
433.753,STOCK2,150.00,3110,199.00,2700
433.953,STOCK2,150.00,3110,199.00,2600
434.185,STOCK2,150.00,3110,199.00,2500
434.316,STOCK2,150.00,3110,199.00,2400
434.379,STOCK1,260.00,2000,350.00,200
434.439,STOCK2,150.00,3110,199.00,2300
434.579,STOCK2,150.00,3110,199.00,2200
434.721,STOCK2,150.00,3110,199.00,2100
434.864,STOCK2,150.00,3110,199.00,2000
436.057,STOCK2,150.00,3110,198.00,1000
436.251,STOCK1,260.00,1000,350.00,200
439.485,STOCK2,160.00,10,198.00,1000
440.930,STOCK2,160.00,10,197.00,1000
441.064,STOCK1,260.00,1000,300.00,20
442.360,STOCK1,260.00,1000,400.00,3220
442.976,STOCK2,160.00,9,197.00,1000
444.318,STOCK2,160.00,109,197.00,1000
444.388,STOCK2,160.00,109,198.00,1000
445.400,STOCK2,160.00,109,199.00,2010
447.134,STOCK1,260.00,1000,300.00,20
447.397,STOCK2,160.00,109,199.00,1010
447.933,STOCK1,260.00,1000,300.00,40
448.073,STOCK2,160.00,109,199.00,10
448.318,STOCK1,260.00,1000,300.00,60
448.380,STOCK2,160.00,109,197.00,1000
448.705,STOCK1,260.00,1000,300.00,80
449.148,STOCK2,160.00,109,197.00,2000
449.737,STOCK1,260.00,1000,400.00,2300
450.710,STOCK2,160.00,100,197.00,2000
451.228,STOCK2,160.00,100,197.00,1000
451.238,STOCK2,170.00,10,197.00,1000
454.009,STOCK1,258.00,2000,400.00,2300
456.676,STOCK1,258.00,2000,399.00,20
457.405,STOCK1,258.00,2000,375.00,1000
457.779,STOCK1,260.00,5000,375.00,1000
458.203,STOCK1,260.00,5300,375.00,1000
459.137,STOCK2,160.00,100,197.00,1000
460.643,STOCK2,132.00,200,197.00,1000
463.297,STOCK1,270.00,10,375.00,1000
466.537,STOCK2,132.00,100,197.00,1000
466.627,STOCK1,270.00,4010,375.00,1000
467.490,STOCK2,130.00,3000,197.00,1000
469.817,STOCK2,133.00,1000,197.00,1000
470.449,STOCK2,133.00,1000,200.00,3040
472.569,STOCK2,133.00,1000,200.00,2040
473.062,STOCK2,133.00,1000,195.00,100
476.262,STOCK2,133.00,1000,194.00,4000
476.326,STOCK2,133.00,1000,190.00,2000
477.808,STOCK1,272.00,2000,375.00,1000
478.282,STOCK2,130.00,3000,190.00,2000
478.630,STOCK1,272.00,2000,350.00,1000
480.600,STOCK2,130.00,3000,189.00,11
485.265,STOCK2,130.00,3000,188.00,1000
486.395,STOCK2,130.00,4000,188.00,1000
488.710,STOCK1,270.00,4010,350.00,1000
490.832,STOCK2,135.00,100,188.00,1000
491.460,STOCK1,270.00,3010,350.00,1000
492.887,STOCK1,270.00,2010,350.00,1000
494.059,STOCK1,270.00,2010,450.00,460
494.230,STOCK2,135.00,100,187.00,10
500.563,STOCK2,135.00,100,170.00,2000
502.335,STOCK1,350.00,1000,450.00,460
506.494,STOCK2,140.00,1000,170.00,2000
507.176,STOCK2,140.00,1000,170.00,1000
507.197,STOCK1,350.00,1000,440.00,500
508.215,STOCK2,140.00,999,170.00,1000
508.908,STOCK1,350.00,1000,400.00,1000
509.546,STOCK2,140.00,999,187.00,10
512.075,STOCK1,350.00,1000,400.00,2000
512.985,STOCK2,140.00,999,155.00,1000
514.977,STOCK2,140.00,999,187.00,10
515.761,STOCK2,140.00,999,150.00,2000
517.524,STOCK1,350.00,1000,380.00,10
519.064,STOCK1,350.00,1000,360.00,1000
519.749,STOCK1,270.00,2010,360.00,1000
520.084,STOCK1,280.00,1000,360.00,1000
522.299,STOCK2,140.00,999,150.00,1000
522.585,STOCK1,280.00,2000,360.00,1000
525.813,STOCK1,280.00,1000,360.00,1000
526.681,STOCK2,131.00,599,150.00,1000
526.772,STOCK1,280.00,1000,350.00,1000
528.566,STOCK2,131.00,599,150.00,3000
528.629,STOCK1,280.00,1000,350.00,1010
532.040,STOCK1,280.00,1000,300.00,1000
532.110,STOCK1,280.00,1000,300.00,2000
535.900,STOCK2,131.00,599,150.00,2000
535.920,STOCK1,280.00,1000,300.00,2040
538.539,STOCK2,140.00,2000,150.00,2000
544.311,STOCK1,270.00,510,300.00,2040
544.373,STOCK1,266.00,600,300.00,2040
545.461,STOCK2,140.00,2000,149.00,100
548.344,STOCK1,265.00,2100,300.00,2040
549.296,STOCK1,261.00,900,300.00,2040
550.014,STOCK1,260.00,3400,300.00,2040
550.922,STOCK1,260.00,900,300.00,2040
553.619,STOCK1,260.00,900,299.00,500
554.346,STOCK1,260.00,1900,299.00,500
557.707,STOCK1,260.00,1000,299.00,500
559.085,STOCK1,260.00,1000,299.00,200
560.296,STOCK1,260.00,1000,280.00,1000
564.657,STOCK1,250.00,2000,280.00,1000
566.889,STOCK1,250.00,2000,270.00,2000
569.734,STOCK1,255.00,500,270.00,2000
570.556,STOCK1,255.00,500,270.00,1000
571.116,STOCK1,255.00,500,279.00,5000
571.299,STOCK2,140.00,2000,150.00,2000
575.084,STOCK1,255.00,500,270.00,1000
577.143,STOCK2,145.00,1000,150.00,2000
577.174,STOCK1,257.00,1000,270.00,1000
577.794,STOCK2,145.00,1000,150.00,1000
579.235,STOCK1,260.00,2000,270.00,1000
582.383,STOCK2,145.00,1000,180.00,20
583.018,STOCK1,260.00,2000,270.00,3000
586.667,STOCK2,145.00,1000,180.00,1020
587.315,STOCK2,145.00,1000,180.00,2020
591.982,STOCK2,145.00,2000,180.00,2020
596.548,STOCK2,145.00,2000,179.00,1000
596.669,STOCK2,145.00,2000,180.00,2020
596.840,STOCK2,145.00,2000,180.00,1020
597.124,STOCK1,260.00,2000,269.00,5000
599.642,STOCK2,145.00,2000,170.00,2000
600.960,STOCK2,145.00,2000,170.00,1000
601.963,STOCK1,260.00,2000,269.00,4000
605.288,STOCK1,260.00,2000,265.00,1000
605.515,STOCK1,260.00,2000,269.00,4000
605.930,STOCK2,145.00,2000,170.00,1040
607.218,STOCK1,262.00,500,269.00,4000
610.185,STOCK2,145.00,1000,170.00,1040
611.238,STOCK2,145.00,1000,146.00,1000
612.819,STOCK1,262.00,500,265.00,1000
615.256,STOCK1,262.00,500,269.00,4000
618.879,STOCK1,262.00,500,264.00,5000
620.662,STOCK2,145.00,1000,170.00,1040
622.856,STOCK1,262.00,500,264.00,4600
623.316,STOCK2,145.00,1000,170.00,40
623.904,STOCK1,262.00,500,264.00,4200
625.782,STOCK2,140.00,2000,170.00,40
626.440,STOCK1,262.00,500,264.00,3800
626.581,STOCK1,262.00,500,264.00,3400
626.753,STOCK1,262.00,500,264.00,3000
626.905,STOCK1,262.00,500,264.00,2600
628.148,STOCK2,140.00,2000,170.00,2040
628.178,STOCK2,146.00,100,170.00,2040
629.578,STOCK2,146.00,100,170.00,4040
630.021,STOCK2,146.00,100,160.00,2000
633.888,STOCK1,262.00,500,265.00,40
634.265,STOCK1,262.00,500,270.00,2040
637.399,STOCK1,262.00,500,265.00,1000
638.306,STOCK1,263.00,1000,265.00,1000
640.548,STOCK2,150.00,1000,160.00,2000
641.004,STOCK2,150.00,1000,155.00,100
641.215,STOCK2,150.00,2000,155.00,100
641.901,STOCK2,150.00,3000,155.00,100
650.974,STOCK1,263.00,1000,264.00,700
655.335,STOCK2,150.00,3000,159.00,1000
655.923,STOCK2,152.00,1000,159.00,1000
656.368,STOCK2,152.00,1500,159.00,1000
660.350,STOCK1,263.00,1000,265.00,2000
661.919,STOCK1,263.00,1000,265.00,1000
662.336,STOCK2,152.00,1500,155.00,2000
663.561,STOCK1,263.00,1000,270.00,2040
664.171,STOCK2,152.00,1500,155.00,4000
664.515,STOCK2,152.00,1500,155.00,3000
666.044,STOCK1,263.00,1000,270.00,1040
667.420,STOCK2,152.00,1500,155.00,5000
668.077,STOCK1,263.00,1000,269.00,700
668.283,STOCK1,263.00,1000,270.00,740
669.807,STOCK2,152.00,500,155.00,5000
670.674,STOCK2,150.00,2500,155.00,5000
670.750,STOCK2,132.00,1000,155.00,5000
670.811,STOCK1,264.00,300,270.00,740
673.223,STOCK1,264.00,300,280.00,740
673.375,STOCK2,131.00,599,155.00,5000
674.883,STOCK1,265.00,2000,280.00,740
675.483,STOCK1,265.00,4000,280.00,740
676.189,STOCK1,265.00,6000,280.00,740
678.698,STOCK2,133.00,500,155.00,5000
680.193,STOCK1,265.00,6000,279.00,1000
680.921,STOCK2,133.00,500,150.00,1000
682.501,STOCK2,131.00,99,150.00,1000
682.663,STOCK1,266.00,1000,279.00,1000
684.157,STOCK1,266.00,6000,279.00,1000
685.059,STOCK2,132.00,1000,150.00,1000
685.683,STOCK1,266.00,7000,279.00,1000
686.118,STOCK2,131.00,99,150.00,1000
688.544,STOCK2,131.00,99,148.00,500
692.607,STOCK1,270.00,2000,279.00,1000
694.510,STOCK2,131.00,99,144.00,2000
694.752,STOCK2,131.00,99,144.00,4000
697.367,STOCK2,130.00,4199,144.00,4000
707.778,STOCK1,270.00,2000,279.00,700
708.546,STOCK2,130.00,4199,140.00,1000
709.042,STOCK2,130.00,4199,140.00,2000
709.357,STOCK2,130.00,4199,140.00,3000
709.407,STOCK2,130.00,3199,140.00,3000
710.014,STOCK1,270.00,2000,280.00,440
710.239,STOCK2,130.00,3199,140.00,4000
710.875,STOCK1,270.00,2000,295.00,440
714.785,STOCK1,272.00,5000,295.00,440
715.475,STOCK2,130.00,2199,140.00,4000
716.032,STOCK1,272.00,5000,278.00,1000
718.393,STOCK2,130.00,2199,140.00,3000
718.749,STOCK1,272.00,5000,295.00,440
720.792,STOCK2,130.00,1199,140.00,3000
722.795,STOCK2,130.00,1199,139.00,1000
723.252,STOCK1,272.00,5000,290.00,1000
723.869,STOCK2,130.00,1199,139.00,5000
725.027,STOCK1,272.00,4000,290.00,1000
726.526,STOCK2,130.00,1000,139.00,5000
727.679,STOCK1,272.00,4000,295.00,440
728.511,STOCK2,130.00,1000,135.00,2000
731.140,STOCK1,275.00,5000,295.00,440
731.997,STOCK2,130.00,1000,135.00,1000
732.268,STOCK1,275.00,7500,295.00,440
736.491,STOCK2,128.00,4199,135.00,1000
736.816,STOCK1,275.00,7500,290.00,1000
736.999,STOCK2,128.00,4199,133.00,1000
737.009,STOCK1,280.00,500,290.00,1000
740.402,STOCK1,280.00,500,290.00,1010
740.718,STOCK2,128.00,4199,132.00,2000
741.237,STOCK1,285.00,2000,290.00,1010
752.111,STOCK1,285.00,2000,290.00,10
752.190,STOCK2,130.00,3000,132.00,2000
755.963,STOCK2,130.00,3000,130.01,1000
757.540,STOCK2,130.00,3000,132.00,2000
757.851,STOCK2,128.00,4199,132.00,2000
758.265,STOCK2,129.00,1000,132.00,2000
763.799,STOCK2,128.00,4199,132.00,2000
764.441,STOCK2,128.00,4199,134.00,4000
764.887,STOCK2,128.00,4199,134.00,3000
766.025,STOCK2,128.00,4199,130.00,3000
768.666,STOCK2,128.00,4199,130.00,2000
769.425,STOCK1,285.00,2000,290.00,510
770.527,STOCK2,128.00,4199,130.00,1000
773.145,STOCK2,128.00,3799,130.00,1000
773.528,STOCK2,128.00,3798,130.00,1000
773.714,STOCK2,128.00,3798,129.99,1000
775.658,STOCK2,128.00,3398,129.99,1000
777.024,STOCK2,128.00,2998,129.99,1000
779.193,STOCK2,128.00,1000,129.99,1000
781.635,STOCK2,128.00,1000,130.00,1060
783.469,STOCK2,128.00,1000,130.00,60
784.107,STOCK1,285.00,2000,290.00,1510
786.539,STOCK2,128.00,1000,134.00,2060
795.177,STOCK2,128.00,1000,133.00,11
798.776,STOCK2,125.00,3400,133.00,11
799.343,STOCK2,125.00,3400,132.00,1000
806.212,STOCK2,125.00,3400,130.00,2000
806.535,STOCK2,126.00,500,130.00,2000
809.754,STOCK2,126.00,500,133.00,11
813.858,STOCK2,126.00,500,129.00,1000
815.145,STOCK2,127.00,1000,129.00,1000
816.156,STOCK1,285.00,500,290.00,1510
816.590,STOCK2,127.00,1000,130.00,1000
818.058,STOCK1,285.00,500,290.00,510
818.608,STOCK1,285.00,500,298.70,450
819.097,STOCK1,285.00,500,299.00,850
819.582,STOCK1,285.00,500,300.00,2450
827.524,STOCK1,285.00,500,300.00,1950
828.345,STOCK1,285.00,500,300.00,2950
828.739,STOCK2,125.00,2900,130.00,1000
829.505,STOCK1,285.00,500,295.00,1500
831.456,STOCK1,290.00,1000,295.00,1500
835.715,STOCK1,290.00,1000,300.00,2950
836.118,STOCK1,290.00,1000,294.00,1000
837.544,STOCK2,125.00,2900,132.00,1000
837.936,STOCK2,125.00,2900,133.00,11
838.363,STOCK2,125.00,2900,134.00,1071
840.096,STOCK1,285.00,500,294.00,1000
842.407,STOCK1,285.00,500,293.00,1000
842.438,STOCK1,285.00,500,290.00,1000
842.932,STOCK1,273.00,1500,290.00,1000
844.003,STOCK1,274.00,2000,290.00,1000
849.245,STOCK1,274.00,2000,289.00,500
850.235,STOCK2,126.00,10,134.00,1071
851.265,STOCK2,125.00,2410,134.00,1071
855.103,STOCK1,274.00,2000,290.00,500
855.327,STOCK1,274.00,2000,288.00,1000
856.420,STOCK1,274.00,2000,288.00,2000
858.068,STOCK1,275.00,2000,288.00,2000
858.120,STOCK2,125.00,2410,133.00,10
858.731,STOCK2,125.00,2410,133.00,510
867.977,STOCK1,275.00,4000,288.00,2000
868.178,STOCK2,125.00,400,133.00,510
870.402,STOCK2,125.00,400,132.00,1000
874.092,STOCK2,125.00,400,131.00,10
875.656,STOCK2,125.00,400,130.00,2000
875.718,STOCK2,125.00,300,130.00,2000
876.093,STOCK1,275.00,4000,280.00,1000
878.933,STOCK1,275.00,4000,280.00,2000
879.074,STOCK2,125.00,300,130.00,3000
880.532,STOCK2,125.00,300,130.00,2000
885.006,STOCK1,275.00,4000,280.00,1000
886.691,STOCK2,125.00,300,130.00,2100
897.945,STOCK1,275.00,8000,280.00,1000
897.985,STOCK1,275.00,8000,279.00,1000
899.405,STOCK2,125.00,300,129.00,1002
901.142,STOCK1,275.00,8000,280.00,1000
901.606,STOCK2,121.00,1500,129.00,1002
901.678,STOCK1,275.00,8000,285.00,1000
901.809,STOCK2,121.00,1500,129.00,2
902.644,STOCK2,121.00,1500,126.00,10
902.981,STOCK1,280.00,5000,285.00,1000
904.201,STOCK1,280.00,5000,288.00,2000
906.255,STOCK2,121.00,1500,125.00,100
908.152,STOCK2,121.00,1200,125.00,100
908.691,STOCK2,121.00,700,125.00,100
910.101,STOCK1,285.00,1000,288.00,2000
910.532,STOCK2,121.00,400,125.00,100
910.612,STOCK2,121.00,400,125.00,1100
911.178,STOCK1,285.00,2000,288.00,2000
911.480,STOCK2,121.00,400,124.00,2000
912.168,STOCK2,121.00,100,124.00,2000
913.922,STOCK1,285.00,2000,288.00,1000
915.761,STOCK2,120.00,1800,124.00,2000
920.475,STOCK1,285.00,2500,288.00,1000
923.180,STOCK2,120.00,1800,125.00,100
925.589,STOCK2,121.00,1000,125.00,100
926.929,STOCK2,121.00,1000,129.00,2
927.489,STOCK2,121.00,1000,122.00,10
928.979,STOCK1,285.00,1500,288.00,1000
931.090,STOCK1,285.00,500,288.00,1000
931.915,STOCK2,121.00,1000,130.00,2012
933.674,STOCK2,121.00,1500,130.00,2012
936.644,STOCK2,121.00,1500,125.00,2000
937.583,STOCK2,121.00,2500,125.00,2000
941.285,STOCK1,280.00,4800,288.00,1000
943.461,STOCK1,280.00,4800,285.00,1000
948.256,STOCK2,121.00,2500,125.00,1500
955.553,STOCK1,280.00,4800,284.00,3000
957.608,STOCK1,280.00,4800,281.00,1000
957.789,STOCK2,121.00,2500,125.00,500
961.492,STOCK2,121.00,2500,130.00,3012
964.092,STOCK2,121.00,1500,130.00,3012
968.623,STOCK2,121.00,1500,128.00,2000
969.577,STOCK2,122.00,5000,128.00,2000
976.281,STOCK2,123.00,1000,128.00,2000
978.626,STOCK1,280.00,4800,281.00,500
979.477,STOCK1,280.00,4800,283.00,1000
981.245,STOCK2,123.00,1000,128.00,1000
982.916,STOCK2,123.00,1000,127.99,1000
983.137,STOCK2,123.00,1000,127.00,1000
