t_sec,symbol,bid,bid_size,ask,ask_size
993.239,STOCK1,280.00,3800,283.00,1000
994.323,STOCK2,122.00,5000,127.00,1000
996.293,STOCK2,122.00,5000,125.00,1000
997.242,STOCK2,122.10,1000,125.00,1000
999.003,STOCK1,280.00,3800,283.50,300
1000.784,STOCK1,280.00,3800,284.00,2300
1001.769,STOCK1,280.00,3800,284.00,1300
1002.822,STOCK1,280.00,3800,284.00,300
1003.273,STOCK1,280.00,3800,285.00,1300
1003.809,STOCK1,280.00,3800,285.00,300
1006.589,STOCK1,280.00,3810,285.00,300
1006.749,STOCK1,280.00,3810,288.00,800
1007.025,STOCK1,280.00,3810,288.00,500
1007.188,STOCK1,280.00,3810,290.00,2000
1008.899,STOCK1,280.00,3810,290.00,1000
1010.664,STOCK1,280.00,3810,298.90,100
1012.322,STOCK1,280.00,3810,299.00,100
1013.401,STOCK1,280.00,4060,299.00,100
1017.469,STOCK1,280.00,3810,299.00,100
1022.228,STOCK2,122.00,5000,125.00,1000
1022.889,STOCK2,122.00,4000,125.00,1000
1022.969,STOCK2,122.00,4000,124.00,5000
1023.546,STOCK2,122.00,3000,124.00,5000
1024.358,STOCK2,122.00,2000,124.00,5000
1025.018,STOCK2,122.00,1000,124.00,5000
1025.716,STOCK2,121.00,500,124.00,5000
1026.089,STOCK1,282.00,10,299.00,100
1027.537,STOCK1,282.00,10,299.00,1100
1028.884,STOCK2,120.00,1300,124.00,5000
1031.101,STOCK1,283.00,250,299.00,1100
1031.404,STOCK2,120.00,1300,124.00,4000
1032.249,STOCK1,283.00,250,295.00,2000
1032.269,STOCK2,120.00,1300,124.00,3000
1033.671,STOCK2,120.00,1300,122.00,4000
1033.752,STOCK1,284.00,500,295.00,2000
1033.894,STOCK2,116.00,2200,122.00,4000
1037.176,STOCK1,280.00,6570,295.00,2000
1041.411,STOCK2,120.00,2500,122.00,4000
1043.901,STOCK1,280.00,6570,290.00,10
1044.438,STOCK2,117.00,500,122.00,4000
1044.619,STOCK1,282.00,250,290.00,10
1045.117,STOCK1,282.00,500,290.00,10
1045.268,STOCK1,282.00,750,290.00,10
1045.399,STOCK1,282.00,1000,290.00,10
1045.480,STOCK1,282.00,1000,290.00,1010
1045.551,STOCK1,282.00,1250,290.00,1010
1045.783,STOCK1,282.00,1500,290.00,1010
1045.834,STOCK1,282.00,1750,290.00,1010
1045.986,STOCK1,282.00,2000,290.00,1010
1046.138,STOCK1,282.00,2250,290.00,1010
1046.300,STOCK1,282.00,2500,290.00,1010
1046.530,STOCK2,117.00,500,120.00,2500
1046.690,STOCK2,117.00,500,120.00,4500
1047.010,STOCK2,117.00,500,120.00,4470
1049.185,STOCK2,117.00,500,120.00,6970
1049.591,STOCK2,116.00,1700,120.00,6970
1050.290,STOCK2,116.00,2700,120.00,6970
1050.830,STOCK1,285.00,500,290.00,1010
1051.035,STOCK1,285.00,1000,290.00,1010
1051.155,STOCK1,285.00,1500,290.00,1010
1051.295,STOCK1,285.00,2000,290.00,1010
1051.429,STOCK1,285.00,2500,290.00,1010
1051.571,STOCK1,285.00,3000,290.00,1010
1051.711,STOCK1,285.00,3500,290.00,1010
1053.116,STOCK2,116.00,2700,119.00,2500
1053.860,STOCK1,285.00,3500,288.00,10
1056.020,STOCK1,286.00,250,288.00,10
1056.170,STOCK1,286.00,500,288.00,10
1056.331,STOCK1,286.00,750,288.00,10
1056.502,STOCK1,286.00,1000,288.00,10
1056.817,STOCK1,286.00,1250,288.00,10
1058.036,STOCK1,286.00,1500,288.00,10
1058.218,STOCK1,286.00,1500,290.00,10
1061.000,STOCK1,286.00,500,290.00,10
1061.973,STOCK2,116.00,1700,119.00,2500
1063.630,STOCK1,287.00,500,290.00,10
1063.793,STOCK1,287.00,1000,290.00,10
1063.945,STOCK1,287.00,1500,290.00,10
1064.107,STOCK1,287.00,2000,290.00,10
1065.877,STOCK1,289.00,1000,290.00,10
1069.008,STOCK1,287.00,2000,290.00,10
1073.692,STOCK2,116.00,1700,119.01,1000
1075.384,STOCK1,287.00,2000,289.00,500
1075.836,STOCK2,116.00,1700,119.00,1000
1077.760,STOCK1,287.00,2000,289.00,1500
1082.427,STOCK2,116.00,1700,119.00,2000
1083.273,STOCK2,116.00,1700,117.00,4000
1083.523,STOCK2,116.00,1700,117.00,3500
1084.549,STOCK1,287.00,2000,289.00,500
1085.618,STOCK2,116.00,1700,117.00,3000
1086.214,STOCK2,116.00,1700,117.00,2500
1086.417,STOCK1,287.00,2000,295.00,1510
1088.767,STOCK2,116.00,1700,117.00,2000
1088.896,STOCK2,116.00,1700,117.00,1500
1089.427,STOCK2,116.00,1700,117.00,1000
1089.920,STOCK2,116.00,1700,117.00,500
1090.285,STOCK2,116.00,1700,117.00,5500
1090.346,STOCK1,287.00,1500,295.00,1510
1090.498,STOCK2,116.00,1700,117.00,5000
1092.486,STOCK2,116.00,700,117.00,5000
1093.504,STOCK2,115.50,1700,117.00,5000
1095.741,STOCK2,115.50,700,117.00,5000
1098.069,STOCK1,287.50,250,295.00,1510
1098.955,STOCK1,287.50,250,294.00,1000
1099.866,STOCK2,115.00,5700,117.00,5000
1100.098,STOCK1,287.50,500,294.00,1000
1104.452,STOCK2,115.00,5700,117.00,5100
1105.681,STOCK2,116.00,1000,117.00,5100
1107.549,STOCK2,116.00,1000,117.00,100
1111.561,STOCK1,287.50,500,293.00,1500
1113.943,STOCK2,116.00,1000,118.00,4630
1115.585,STOCK2,116.00,1000,118.00,5630
1117.444,STOCK2,116.00,1000,117.00,1000
1118.703,STOCK2,115.00,5700,117.00,1000
1120.641,STOCK2,115.00,5200,117.00,1000
1121.421,STOCK2,115.00,4700,117.00,1000
1122.130,STOCK2,115.00,4700,117.00,700
1122.637,STOCK2,115.00,3700,117.00,700
1127.746,STOCK1,287.50,500,294.00,500
1129.551,STOCK1,287.50,500,295.00,1010
1129.903,STOCK2,115.00,3700,117.00,1700
1130.390,STOCK1,290.00,500,295.00,1010
1130.845,STOCK1,290.00,500,295.00,10
1131.208,STOCK2,115.00,3700,117.00,2700
1132.814,STOCK1,290.00,500,299.00,1110
1133.594,STOCK1,290.00,500,295.00,100
1135.267,STOCK2,115.00,1000,117.00,2700
1135.369,STOCK1,290.00,500,295.00,2100
1135.450,STOCK1,290.00,1000,295.00,2100
1136.957,STOCK1,291.00,500,295.00,2100
1137.109,STOCK1,291.00,1000,295.00,2100
1137.260,STOCK1,291.00,1500,295.00,2100
1137.391,STOCK1,291.00,2000,295.00,2100
1137.536,STOCK1,291.00,2500,295.00,2100
1137.576,STOCK2,115.00,1000,117.00,200
1137.676,STOCK1,291.00,3000,295.00,2100
1137.847,STOCK2,115.00,1000,118.00,5630
1140.908,STOCK2,112.50,500,118.00,5630
1143.071,STOCK2,112.50,500,118.00,5530
1143.696,STOCK2,111.00,100,118.00,5530
1144.000,STOCK2,111.00,100,118.00,5430
1146.203,STOCK1,291.50,500,295.00,2100
1146.812,STOCK2,110.00,4770,118.00,5430
1149.143,STOCK1,292.00,500,295.00,2100
1149.265,STOCK1,292.00,500,294.00,2000
1149.275,STOCK2,110.00,4770,117.00,500
1149.295,STOCK1,292.00,1000,294.00,2000
1149.457,STOCK1,292.00,1500,294.00,2000
1151.282,STOCK1,292.00,1800,294.00,2000
1151.538,STOCK2,110.00,4770,116.00,1000
1152.735,STOCK2,110.00,5770,116.00,1000
1152.848,STOCK2,110.00,6770,116.00,1000
1153.153,STOCK2,110.00,7770,116.00,1000
1154.376,STOCK1,292.10,300,294.00,2000
1155.463,STOCK1,291.00,1100,294.00,2000
1155.787,STOCK1,291.00,1100,292.00,5000
1156.533,STOCK1,291.00,1100,292.00,10000
1157.280,STOCK1,291.00,1100,292.00,11000
1157.372,STOCK1,291.00,1100,292.00,10900
1157.783,STOCK1,291.00,1100,292.00,10800
1158.843,STOCK1,291.00,1100,292.00,10700
1158.894,STOCK2,110.01,1000,116.00,1000
1159.562,STOCK2,111.00,3000,116.00,1000
1160.128,STOCK1,287.00,1100,292.00,10700
1160.301,STOCK1,287.00,1000,292.00,10700
1160.301,STOCK1,287.00,500,292.00,10700
1160.301,STOCK1,286.00,500,292.00,10700
1161.452,STOCK1,286.00,500,292.00,10600
1161.646,STOCK2,111.00,3300,116.00,1000
1162.192,STOCK1,286.00,500,292.00,9600
1165.545,STOCK1,286.00,500,292.00,6000
1167.037,STOCK2,113.00,1000,116.00,1000
1167.940,STOCK1,286.10,300,292.00,6000
1168.636,STOCK1,286.10,600,292.00,6000
1168.848,STOCK1,286.10,900,292.00,6000
1169.041,STOCK1,286.10,1200,292.00,6000
1171.431,STOCK2,113.00,1000,116.00,500
1171.472,STOCK2,113.00,2000,116.00,500
1171.946,STOCK2,113.00,2000,117.00,2000
1178.105,STOCK2,114.00,1000,117.00,2000
1180.140,STOCK2,115.00,1000,117.00,2000
1188.475,STOCK1,287.00,3500,292.00,6000
1190.004,STOCK2,115.00,1000,116.00,1000
1191.022,STOCK2,115.00,1000,116.00,2000
1191.930,STOCK1,287.00,3000,292.00,6000
1191.941,STOCK2,115.00,900,116.00,2000
1192.905,STOCK2,115.00,800,116.00,2000
1192.996,STOCK1,287.50,4000,292.00,6000
1193.738,STOCK2,115.00,700,116.00,2000
1194.787,STOCK2,115.00,600,116.00,2000
1195.534,STOCK2,115.00,500,116.00,2000
1195.966,STOCK2,115.00,400,116.00,2000
1196.107,STOCK2,115.00,300,116.00,2000
1196.247,STOCK2,115.00,200,116.00,2000
1196.399,STOCK2,115.00,100,116.00,2000
1196.429,STOCK2,114.00,1000,116.00,2000
1196.549,STOCK2,114.00,900,116.00,2000
1196.940,STOCK2,111.10,1000,116.00,2000
1199.947,STOCK1,288.00,1500,292.00,6000
1204.331,STOCK1,288.00,1500,291.00,1000
1206.734,STOCK1,288.00,1500,292.00,6000
1208.507,STOCK1,288.00,1500,290.50,4000
1208.916,STOCK2,112.00,900,116.00,2000
1210.424,STOCK1,288.00,2500,290.50,4000
1210.943,STOCK1,288.00,3500,290.50,4000
1211.155,STOCK1,288.00,3500,292.00,6000
1211.185,STOCK1,289.00,2000,292.00,6000
1213.924,STOCK1,289.00,2000,291.00,1000
1214.966,STOCK1,289.00,2000,290.50,1000
1216.881,STOCK2,111.10,900,116.00,2000
1220.293,STOCK2,111.10,800,116.00,2000
1221.243,STOCK2,111.10,700,116.00,2000
1222.053,STOCK2,111.10,600,116.00,2000
1222.264,STOCK2,111.10,500,116.00,2000
1232.573,STOCK2,111.10,500,115.00,3000
1232.999,STOCK2,112.10,250,115.00,3000
1233.323,STOCK2,111.00,3050,115.00,3000
1238.190,STOCK2,112.10,250,115.00,3000
1240.674,STOCK2,112.10,500,115.00,3000
1240.866,STOCK2,112.10,750,115.00,3000
1241.522,STOCK1,289.00,2000,290.40,1000
1243.108,STOCK2,112.10,750,115.00,2500
1250.351,STOCK1,289.00,1500,290.40,1000
1253.618,STOCK1,289.00,1500,291.00,1600
1260.908,STOCK1,289.00,1500,291.00,600
1263.839,STOCK1,289.00,1500,292.00,5600
1265.293,STOCK1,289.00,1500,292.00,4600
1265.777,STOCK1,289.00,1500,292.00,3600
1266.928,STOCK1,289.00,1500,292.00,2600
1266.989,STOCK1,289.00,1500,292.00,1600
1267.010,STOCK1,289.00,1500,292.00,600
1267.657,STOCK1,289.00,1500,294.95,600
1267.808,STOCK1,289.00,1500,297.50,200
1268.194,STOCK2,112.10,750,115.00,3500
1268.346,STOCK1,289.00,1500,299.00,310
1268.518,STOCK1,289.00,1500,300.00,2760
1269.208,STOCK1,289.00,1500,300.00,1760
1269.926,STOCK1,289.00,1500,300.00,1000
1270.181,STOCK1,289.00,1500,320.00,2000
1270.787,STOCK1,289.00,1500,320.00,1000
1271.031,STOCK1,289.00,1500,330.00,1000
1271.701,STOCK1,290.00,2000,330.00,1000
1272.168,STOCK1,292.00,5000,330.00,1000
1272.278,STOCK1,292.00,10000,330.00,1000
1272.613,STOCK1,292.00,15000,330.00,1000
1276.502,STOCK1,292.00,15000,300.00,2000
1277.312,STOCK1,293.00,2000,300.00,2000
1283.654,STOCK1,294.00,5000,300.00,2000
1283.815,STOCK1,294.00,5000,300.00,1000
1284.058,STOCK1,294.00,5000,310.00,1000
1284.268,STOCK1,294.00,5000,350.00,2500
1284.410,STOCK1,294.00,5000,320.00,300
1284.765,STOCK1,300.00,1000,320.00,300
1285.278,STOCK1,300.00,1000,350.00,1800
1285.987,STOCK1,300.00,1000,350.00,800
1287.146,STOCK1,300.00,1000,400.00,5800
1289.887,STOCK1,301.00,5000,400.00,5800
1290.108,STOCK1,301.00,5000,400.00,6800
1290.522,STOCK1,301.00,4000,400.00,6800
1290.856,STOCK1,301.00,4000,400.00,7300
1291.731,STOCK1,301.00,4000,350.00,1000
1291.964,STOCK1,305.00,1000,350.00,1000
1292.044,STOCK1,305.00,1000,350.00,2000
1292.803,STOCK1,305.00,1000,350.00,3000
1293.494,STOCK1,305.00,1000,350.00,2900
1293.750,STOCK1,305.00,1000,350.00,3900
1293.951,STOCK1,305.00,1000,350.00,4900
1297.306,STOCK1,301.00,4000,350.00,4900
1298.476,STOCK2,112.10,750,113.00,2000
1299.323,STOCK1,301.00,4000,340.00,100
1301.011,STOCK1,301.00,4000,350.00,4900
1303.432,STOCK1,315.00,10,350.00,4900
1304.353,STOCK1,315.00,10,340.00,100
1304.373,STOCK1,301.00,3010,340.00,100
1305.528,STOCK1,301.00,3010,340.00,3100
1306.275,STOCK1,301.00,3010,330.00,500
1308.994,STOCK1,301.00,3010,340.00,2500
1309.278,STOCK1,301.00,3010,329.00,1000
1309.721,STOCK1,301.00,3010,329.00,2000
1309.976,STOCK2,112.10,750,113.00,1000
1310.036,STOCK1,301.00,3010,320.00,10
1310.421,STOCK1,301.00,2010,320.00,10
1310.441,STOCK1,305.00,1000,320.00,10
1310.895,STOCK1,305.00,1000,320.00,3010
1311.490,STOCK2,112.10,750,112.11,1000
1311.925,STOCK1,305.00,1000,320.00,2010
1312.467,STOCK1,305.00,2000,320.00,2010
1312.955,STOCK1,305.00,2000,329.00,2000
1312.986,STOCK1,305.00,2000,320.00,100
1313.227,STOCK1,305.00,1000,320.00,100
1315.029,STOCK1,305.00,1000,328.00,100
1315.143,STOCK1,305.00,2000,328.00,100
1315.985,STOCK1,305.00,1000,328.00,100
1315.996,STOCK2,111.10,750,112.11,1000
1317.296,STOCK1,305.00,1000,329.00,1100
1318.567,STOCK1,305.00,2000,329.00,1100
1319.380,STOCK1,305.00,1000,329.00,1100
1321.369,STOCK1,305.00,1000,329.00,100
1321.862,STOCK1,310.00,10,329.00,100
1322.306,STOCK1,305.00,10,329.00,100
1322.431,STOCK1,310.00,1000,329.00,100
1323.163,STOCK1,310.00,1000,320.00,2000
1323.293,STOCK2,111.10,750,111.50,1000
1326.561,STOCK1,310.00,1000,315.00,10
1332.822,STOCK1,311.00,5000,315.00,10
1333.832,STOCK1,311.00,5500,315.00,10
1335.921,STOCK2,111.10,750,111.11,1000
1336.182,STOCK1,311.00,5500,320.00,1010
1336.509,STOCK1,311.00,5500,312.00,300
1338.878,STOCK1,311.00,4500,312.00,300
1341.638,STOCK1,311.00,4500,319.00,4300
1344.044,STOCK1,311.00,4500,319.00,3300
1344.396,STOCK1,318.00,1000,319.00,3300
1346.480,STOCK2,111.10,750,111.50,1000
1352.134,STOCK1,318.00,1000,319.00,2300
1352.306,STOCK2,111.10,750,112.11,1000
1352.936,STOCK1,318.00,1000,319.00,2400
1354.010,STOCK1,318.00,1000,319.00,1400
1354.082,STOCK1,318.00,1000,319.00,940
1357.871,STOCK1,318.00,1000,325.00,1350
1358.164,STOCK2,111.11,250,112.11,1000
1359.890,STOCK1,318.00,1000,319.00,100
1360.020,STOCK1,311.00,4500,319.00,100
1364.293,STOCK2,111.11,250,111.50,105
1365.296,STOCK1,315.00,1000,319.00,100
1365.764,STOCK1,317.00,1000,319.00,100
1368.411,STOCK2,111.11,250,112.11,1000
1369.844,STOCK1,318.00,1000,319.00,100
1371.089,STOCK2,111.11,250,111.12,1000
1378.330,STOCK2,111.11,250,111.12,2000
1382.113,STOCK1,317.00,1000,319.00,100
1384.656,STOCK1,317.00,1000,327.00,3000
1385.911,STOCK1,311.00,4500,327.00,3000
1386.558,STOCK1,313.00,1000,327.00,3000
1388.469,STOCK2,111.00,2050,111.12,2000
1389.430,STOCK2,111.00,1050,111.12,2000
1391.184,STOCK2,111.00,50,111.12,2000
1391.975,STOCK2,110.00,3350,111.12,2000
1392.766,STOCK2,110.00,2350,111.12,2000
1393.763,STOCK2,110.00,1350,111.12,2000
1394.099,STOCK1,313.00,1000,314.00,1000
1396.279,STOCK1,313.00,1000,314.00,2000
1397.528,STOCK2,110.00,350,111.12,2000
1398.174,STOCK2,107.00,350,111.12,2000
1399.168,STOCK2,100.00,4450,111.12,2000
1399.908,STOCK2,100.00,3450,111.12,2000
1400.041,STOCK2,100.00,3450,105.00,3000
1400.921,STOCK2,100.00,2450,105.00,3000
1400.973,STOCK2,100.00,1450,105.00,3000
1402.070,STOCK2,100.00,450,105.00,3000
1404.620,STOCK2,95.00,3050,105.00,3000
1406.445,STOCK2,95.00,2550,105.00,3000
1409.494,STOCK1,313.00,2000,314.00,2000
1409.881,STOCK2,95.00,2550,105.00,1000
1415.545,STOCK1,313.00,2000,314.00,1000
1417.946,STOCK2,96.00,1000,105.00,1000
1419.111,STOCK2,96.00,1000,104.00,5000
1422.762,STOCK1,313.00,2000,320.00,500
1423.585,STOCK2,96.00,1000,100.00,3000
1424.963,STOCK2,96.00,1000,100.00,6000
1425.964,STOCK1,318.00,1000,320.00,500
1426.992,STOCK2,96.00,1000,100.00,3000
1428.177,STOCK2,96.00,1000,100.00,2500
1431.855,STOCK1,315.00,1000,320.00,500
1432.212,STOCK2,96.00,1000,99.99,1000
1434.454,STOCK1,317.00,1000,320.00,500
1435.519,STOCK1,318.00,1000,320.00,500
1439.786,STOCK2,96.00,1000,99.99,2000
1441.027,STOCK2,95.00,2550,99.99,2000
1442.404,STOCK2,95.00,1550,99.99,2000
1442.525,STOCK1,319.00,1000,320.00,500
1444.634,STOCK2,95.00,550,99.99,2000
1446.306,STOCK2,95.00,550,98.00,500
1446.468,STOCK2,95.00,550,98.00,1000
1446.611,STOCK2,95.00,550,98.00,700
1446.622,STOCK2,95.00,550,98.00,1200
1447.005,STOCK1,319.00,1650,320.00,500
1447.720,STOCK2,95.00,550,98.00,1700
1447.945,STOCK2,95.00,550,98.00,1400
1449.428,STOCK2,95.00,550,98.00,1100
1450.900,STOCK2,95.00,550,98.00,800
1452.609,STOCK2,95.00,550,97.99,1000
1452.630,STOCK2,95.00,550,98.00,800
1452.907,STOCK2,91.00,150,98.00,800
1453.668,STOCK2,91.00,150,98.00,500
1455.563,STOCK1,319.10,650,320.00,500
1458.494,STOCK2,91.00,150,97.99,1000
1459.412,STOCK2,91.00,150,100.00,1000
1460.715,STOCK1,319.10,650,320.00,2500
1461.893,STOCK2,91.00,150,104.00,2000
1462.745,STOCK2,91.00,150,111.12,2000
1463.415,STOCK2,91.00,150,116.00,1020
1464.047,STOCK2,91.00,150,118.00,2450
1464.564,STOCK2,91.00,150,119.00,1000
1464.819,STOCK2,100.00,1000,119.00,1000
1466.399,STOCK1,319.10,650,320.00,1500
1468.793,STOCK2,100.00,1000,118.00,1000
1470.106,STOCK2,100.00,1000,118.00,2000
1470.579,STOCK1,319.10,650,320.00,500
1470.741,STOCK2,100.00,1000,118.00,3000
1471.396,STOCK2,100.00,1000,118.00,4000
1472.034,STOCK2,100.00,1000,118.00,5000
1472.074,STOCK2,91.00,150,118.00,5000
1472.485,STOCK1,319.10,650,322.00,400
1473.302,STOCK2,91.00,150,118.00,6000
1473.436,STOCK1,319.00,650,322.00,400
1473.859,STOCK2,91.00,150,118.00,11000
1474.175,STOCK2,91.00,150,118.00,12000
1474.447,STOCK2,105.00,10,118.00,12000
1474.862,STOCK2,105.00,10,117.00,500
1477.107,STOCK2,105.00,10,115.00,3000
1477.737,STOCK1,319.00,150,322.00,400
1479.539,STOCK2,91.00,10,115.00,3000
1480.217,STOCK1,319.00,1150,322.00,400
1480.388,STOCK2,91.01,1000,115.00,3000
1482.239,STOCK2,91.01,2000,115.00,3000
1482.361,STOCK2,91.01,2000,110.00,500
1484.387,STOCK1,319.00,1150,322.00,500
1484.560,STOCK2,91.01,3000,110.00,500
1484.751,STOCK2,92.00,5000,110.00,500
1485.339,STOCK2,92.00,5000,110.00,510
1486.087,STOCK2,92.00,5000,109.00,1000
1486.268,STOCK2,92.00,5000,109.00,2000
1486.409,STOCK2,92.00,5000,109.00,3000
1486.856,STOCK2,92.00,5000,109.00,4000
1487.007,STOCK2,92.00,5000,109.00,5000
1487.153,STOCK2,92.00,5000,109.00,6000
1487.477,STOCK1,319.00,150,322.00,500
1488.426,STOCK1,319.00,150,321.00,2000
1489.591,STOCK1,312.00,150,321.00,2000
1490.376,STOCK2,93.00,1000,109.00,6000
1490.518,STOCK2,95.00,2500,109.00,6000
1491.793,STOCK2,95.00,2500,108.00,3000
1493.293,STOCK1,312.00,150,320.00,1000
1494.715,STOCK2,96.00,500,108.00,3000
1494.856,STOCK2,96.00,500,107.00,10
1494.989,STOCK2,96.00,500,107.00,1010
1495.129,STOCK2,96.00,500,107.00,2010
1497.830,STOCK1,312.00,150,315.00,5000
1501.567,STOCK2,96.00,500,105.00,5000
1501.934,STOCK2,96.00,500,105.00,6000
1501.974,STOCK2,96.00,500,105.00,5000
1503.595,STOCK1,311.00,4500,315.00,5000
1504.421,STOCK1,311.00,4500,314.00,1000
1505.267,STOCK1,311.00,4000,314.00,1000
1505.671,STOCK2,96.00,500,104.00,1000
1505.841,STOCK2,96.00,500,104.00,2000
1506.424,STOCK2,96.00,500,104.00,2500
1506.978,STOCK2,96.00,500,104.00,3000
1507.129,STOCK2,96.00,500,104.00,6000
1508.352,STOCK2,97.00,5000,104.00,6000
1511.937,STOCK1,311.00,5000,314.00,1000
1512.401,STOCK2,97.00,5000,104.00,11000
1517.072,STOCK2,97.00,6000,104.00,11000
1517.274,STOCK2,97.00,6000,103.00,3000
1518.260,STOCK2,97.20,2000,103.00,3000
1519.370,STOCK1,313.00,500,314.00,1000
1521.042,STOCK2,99.00,1000,103.00,3000
1521.214,STOCK2,99.00,2000,103.00,3000
1521.355,STOCK2,99.00,3000,103.00,3000
1522.752,STOCK2,99.00,4000,103.00,3000
1523.259,STOCK2,99.00,5000,103.00,3000
1523.642,STOCK1,313.00,500,314.00,2000
1524.607,STOCK2,99.00,5000,102.00,500
1525.586,STOCK2,99.00,5000,102.00,1000
1534.423,STOCK2,99.50,3000,102.00,1000
1535.995,STOCK2,99.50,2000,102.00,1000
1539.837,STOCK1,313.00,500,314.00,1000
1542.520,STOCK1,313.00,500,315.00,5000
1543.508,STOCK1,313.00,500,315.00,4000
1544.237,STOCK1,313.00,500,315.00,3000
1544.908,STOCK1,312.00,2000,315.00,3000
1544.978,STOCK1,312.00,2000,315.00,2000
1545.798,STOCK1,312.00,2000,315.00,1000
1546.592,STOCK1,312.00,2000,322.00,500
1547.005,STOCK1,312.00,2000,327.00,3000
1548.429,STOCK1,325.00,1000,327.00,3000
1552.958,STOCK1,325.00,1000,326.00,1000
1553.820,STOCK2,99.50,2000,102.00,500
1554.073,STOCK2,99.50,2000,100.00,1000
1554.448,STOCK1,325.00,1000,326.00,500
1554.882,STOCK1,312.00,2000,326.00,500
1555.399,STOCK1,312.00,2000,326.00,800
1555.507,STOCK1,312.00,2000,340.00,660
1555.648,STOCK1,312.00,2000,340.00,160
1555.761,STOCK1,312.00,2000,349.00,160
1556.374,STOCK1,312.00,2000,350.00,2560
1556.909,STOCK1,312.00,2000,350.00,1560
1558.260,STOCK1,312.00,1000,350.00,1560
1560.021,STOCK1,312.00,1000,320.00,100
1560.434,STOCK1,315.00,1000,320.00,100
1564.847,STOCK1,315.00,1000,350.00,1500
1566.303,STOCK2,99.50,2000,99.51,500
1567.040,STOCK1,315.00,1000,320.00,1000
1567.980,STOCK1,315.00,1000,320.00,1100
1568.021,STOCK1,315.00,1000,320.00,2100
1570.000,STOCK1,312.00,1000,320.00,2100
1570.000,STOCK1,312.00,1000,320.00,1100
1570.000,STOCK1,312.00,1000,320.00,100
1574.130,STOCK2,99.50,1000,99.51,500
1575.526,STOCK1,312.00,1000,339.90,1000
1576.033,STOCK1,320.00,5000,339.90,1000
1576.557,STOCK1,320.00,6000,339.90,1000
1576.701,STOCK1,320.00,6000,335.00,3000
1576.761,STOCK2,97.21,1000,99.51,500
1576.803,STOCK1,320.00,6000,330.00,500
1578.446,STOCK1,320.00,1000,330.00,500
1580.620,STOCK2,97.21,1000,98.00,10
1581.765,STOCK1,325.00,1000,330.00,500
1582.330,STOCK1,325.00,1000,335.00,2500
1583.474,STOCK1,325.00,1000,335.00,1500
1587.240,STOCK1,325.00,1000,335.00,2500
1589.695,STOCK1,320.00,1000,335.00,2500
1589.816,STOCK2,97.21,1000,102.00,410
1594.714,STOCK1,320.00,1000,325.00,100
1596.402,STOCK2,97.21,1000,100.00,3000
1596.452,STOCK1,320.00,1000,335.00,1600
1597.210,STOCK2,97.50,3000,100.00,3000
1598.411,STOCK1,320.00,1000,330.00,1000
1598.421,STOCK1,320.00,1000,325.00,100
1600.767,STOCK2,98.00,5000,100.00,3000
1606.852,STOCK2,98.00,5000,99.90,1000
1607.801,STOCK2,98.00,5000,99.90,2000
1608.216,STOCK1,320.00,1000,330.00,1000
1609.371,STOCK1,320.00,1000,324.00,5000
1610.004,STOCK1,320.00,1000,324.00,4000
1613.962,STOCK2,98.50,3000,99.90,2000
1616.721,STOCK1,320.00,1000,324.00,1000
1617.438,STOCK1,320.00,1000,330.00,1200
1618.466,STOCK1,320.00,1000,322.00,500
1619.100,STOCK2,98.51,5000,99.90,2000
1624.152,STOCK1,320.00,1000,321.00,500
1625.663,STOCK1,320.00,1000,322.00,500
1626.569,STOCK1,320.00,1000,330.00,1200
1629.315,STOCK2,98.53,2000,99.90,2000
1634.882,STOCK1,320.00,1000,328.00,100
1635.422,STOCK1,321.00,1000,328.00,100
1635.522,STOCK1,321.00,1000,328.00,200
1635.646,STOCK1,321.00,1000,328.00,1900
1636.918,STOCK2,98.55,5000,99.90,2000
1639.526,STOCK1,321.00,1000,327.00,1700
1643.456,STOCK1,321.00,6000,327.00,1700
1644.519,STOCK2,99.00,3000,99.90,2000
1647.497,STOCK1,321.00,6000,326.00,100
1647.638,STOCK1,321.00,6000,326.00,200
1651.179,STOCK1,321.00,6000,326.00,700
1652.835,STOCK1,322.00,1000,326.00,700
1657.744,STOCK2,99.89,5000,99.90,2000
1659.206,STOCK1,322.01,1000,326.00,700
1660.861,STOCK1,322.01,1000,325.00,100
1661.383,STOCK1,322.01,1000,325.00,200
1663.230,STOCK2,99.00,3000,99.90,2000
1665.155,STOCK1,322.01,1000,324.00,1700
1666.478,STOCK2,98.53,1500,99.90,2000
1668.756,STOCK2,97.00,3510,99.90,2000
1671.785,STOCK2,97.00,3500,99.90,2000
1672.130,STOCK1,322.01,900,324.00,1700
1673.014,STOCK1,322.01,900,323.00,250
1673.710,STOCK2,95.00,1500,99.90,2000
1674.420,STOCK2,99.80,300,99.90,2000
1676.537,STOCK2,99.80,100,99.90,2000
1677.418,STOCK2,95.00,1500,99.90,2000
1678.627,STOCK1,322.01,900,324.00,950
1679.691,STOCK1,322.01,900,325.00,200
1681.107,STOCK2,95.00,1500,99.80,300
1681.524,STOCK2,95.00,1500,98.00,5000
1681.798,STOCK2,95.00,1000,98.00,5000
1682.826,STOCK1,322.01,900,340.00,2500
1682.919,STOCK1,322.01,900,324.00,200
1685.832,STOCK2,95.00,1000,98.00,4500
1687.981,STOCK2,95.00,500,98.00,4500
