id,t_sec,symbol,price,qty,taker_side,buyer,seller,bid,ask
84,332.737,STOCK2,150.00,800,sell,T-031,T-020,180.00,200.00
85,341.307,STOCK2,180.00,100,sell,T-009,T-020,180.00,200.00
86,341.307,STOCK2,180.00,100,sell,T-009,T-020,180.00,200.00
87,341.307,STOCK2,170.00,800,sell,T-037,T-020,180.00,200.00
88,344.532,STOCK2,170.00,1000,sell,T-037,T-035,170.00,190.00
89,348.334,STOCK1,235.00,1000,buy,T-024,T-006,245.00,165.00
90,348.334,STOCK1,235.00,1000,buy,T-024,T-006,245.00,165.00
91,348.334,STOCK1,235.00,1000,buy,T-026,T-019,245.00,165.00
92,348.334,STOCK1,235.00,1000,buy,T-027,T-019,245.00,165.00
93,348.334,STOCK1,235.00,1000,buy,T-027,T-014,245.00,165.00
94,348.334,STOCK1,235.00,2000,buy,T-027,T-019,245.00,165.00
95,348.334,STOCK1,235.00,1000,buy,T-027,T-013,245.00,165.00
96,348.334,STOCK1,235.00,1000,buy,T-026,T-013,245.00,165.00
97,348.334,STOCK1,235.00,2000,buy,T-024,T-013,245.00,165.00
98,348.334,STOCK1,235.00,1000,buy,T-026,T-031,245.00,165.00
99,348.334,STOCK1,235.00,1000,buy,T-026,T-031,245.00,165.00
100,348.334,STOCK1,235.00,2000,buy,T-033,T-031,245.00,165.00
101,348.334,STOCK1,235.00,1000,buy,T-033,T-006,245.00,165.00
102,348.334,STOCK1,235.00,500,buy,T-033,T-025,245.00,165.00
103,348.334,STOCK1,235.00,1500,buy,T-033,T-037,245.00,165.00
104,348.334,STOCK1,235.00,500,buy,T-033,T-037,245.00,165.00
105,348.334,STOCK1,235.00,100,buy,T-033,T-025,245.00,165.00
106,349.239,STOCK1,250.00,10,buy,T-023,T-012,235.00,250.00
107,349.239,STOCK1,250.00,990,buy,T-023,T-014,235.00,250.00
108,349.290,STOCK2,170.00,200,sell,T-037,T-004,170.00,190.00
109,349.290,STOCK2,150.00,800,sell,T-031,T-004,170.00,190.00
110,349.832,STOCK1,250.00,10,buy,T-023,T-014,235.00,250.00
111,349.832,STOCK1,250.00,100,buy,T-023,T-029,235.00,250.00
112,349.832,STOCK1,250.00,100,buy,T-023,T-029,235.00,250.00
113,349.832,STOCK1,250.00,100,buy,T-023,T-029,235.00,250.00
114,349.832,STOCK1,250.00,100,buy,T-023,T-029,235.00,250.00
115,349.832,STOCK1,275.00,590,buy,T-023,T-014,235.00,250.00
116,350.176,STOCK2,150.00,160,sell,T-031,T-020,150.00,190.00
117,350.176,STOCK2,120.30,840,sell,T-003,T-020,150.00,190.00
118,351.218,STOCK1,240.00,100,buy,T-023,T-010,235.00,240.00
119,351.218,STOCK1,275.00,410,buy,T-023,T-014,235.00,240.00
120,351.218,STOCK1,300.00,490,buy,T-023,T-014,235.00,240.00
121,354.283,STOCK1,300.00,510,buy,T-023,T-014,235.00,300.00
122,354.283,STOCK1,300.00,490,buy,T-023,T-001,235.00,300.00
123,355.745,STOCK1,300.00,510,buy,T-023,T-001,235.00,300.00
124,355.745,STOCK1,300.00,300,buy,T-023,T-025,235.00,300.00
125,355.745,STOCK1,300.00,190,buy,T-023,T-014,235.00,300.00
126,357.391,STOCK2,190.00,10,buy,T-020,T-005,175.00,190.00
127,357.391,STOCK2,200.00,100,buy,T-020,T-010,175.00,190.00
128,357.391,STOCK2,239.99,890,buy,T-020,T-011,175.00,190.00
129,362.116,STOCK2,175.00,10,sell,T-005,T-004,175.00,200.00
130,362.116,STOCK2,122.00,990,sell,T-015,T-004,175.00,200.00
131,363.211,STOCK1,300.00,810,buy,T-022,T-014,245.00,300.00
132,363.211,STOCK1,300.00,100,buy,T-022,T-010,245.00,300.00
133,363.211,STOCK1,300.00,1000,buy,T-022,T-026,245.00,300.00
134,363.211,STOCK1,400.00,1090,buy,T-022,T-033,245.00,300.00
135,363.945,STOCK2,122.00,10,sell,T-015,T-035,122.00,200.00
136,363.945,STOCK2,120.30,160,sell,T-003,T-035,122.00,200.00
137,363.945,STOCK2,112.00,100,sell,T-009,T-035,122.00,200.00
138,363.945,STOCK2,110.00,100,sell,T-038,T-035,122.00,200.00
139,363.945,STOCK2,110.00,630,sell,T-014,T-035,122.00,200.00
140,369.106,STOCK1,400.00,3000,buy,T-022,T-033,260.00,400.00
141,370.071,STOCK1,400.00,910,buy,T-022,T-033,260.00,400.00
142,370.071,STOCK1,400.00,2090,buy,T-022,T-033,260.00,400.00
143,371.500,STOCK2,130.00,1000,buy,T-035,T-015,110.00,130.00
144,380.677,STOCK2,130.00,1000,buy,T-023,T-003,112.00,130.00
145,384.235,STOCK1,400.00,500,buy,T-002,T-001,260.00,400.00
146,385.543,STOCK1,400.00,500,buy,T-002,T-001,260.00,400.00
147,389.640,STOCK2,198.00,10,buy,T-035,T-005,130.00,198.00
148,389.640,STOCK2,199.00,10,buy,T-035,T-005,130.00,198.00
149,389.640,STOCK2,200.00,180,buy,T-035,T-020,130.00,198.00
150,395.982,STOCK2,150.00,1800,buy,T-035,T-018,130.00,150.00
151,396.470,STOCK2,150.00,200,buy,T-023,T-018,130.00,150.00
152,396.470,STOCK2,200.00,800,buy,T-023,T-020,130.00,150.00
153,397.328,STOCK2,130.00,1000,sell,T-014,T-020,130.00,200.00
154,397.328,STOCK2,130.00,1000,sell,T-037,T-020,130.00,200.00
155,397.328,STOCK2,115.00,1000,sell,T-015,T-020,130.00,200.00
156,399.095,STOCK2,200.00,20,buy,T-023,T-020,130.00,200.00
157,399.095,STOCK2,200.00,980,buy,T-023,T-020,130.00,200.00
158,399.690,STOCK2,130.00,1000,sell,T-020,T-004,130.00,200.00
159,405.437,STOCK2,131.00,2000,sell,T-019,T-035,131.00,200.00
160,413.181,STOCK2,199.00,1000,buy,T-023,T-008,135.00,199.00
161,415.073,STOCK1,260.00,1000,sell,T-007,T-004,260.00,380.00
162,417.432,STOCK1,380.00,1000,buy,T-035,T-006,260.00,380.00
163,417.432,STOCK1,400.00,1000,buy,T-035,T-037,260.00,380.00
164,418.604,STOCK1,260.00,500,sell,T-007,T-004,260.00,400.00
165,418.604,STOCK1,260.00,500,sell,T-007,T-004,260.00,400.00
166,419.461,STOCK2,190.00,100,buy,T-023,T-017,135.00,190.00
167,419.461,STOCK2,199.00,900,buy,T-023,T-008,135.00,190.00
168,424.858,STOCK2,199.00,100,buy,T-023,T-008,140.00,199.00
169,431.351,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
170,433.500,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
171,433.753,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
172,433.953,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
173,434.185,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
174,434.316,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
175,434.379,STOCK1,350.00,800,buy,T-035,T-001,260.00,350.00
176,434.439,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
177,434.579,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
178,434.721,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
179,434.864,STOCK2,199.00,100,buy,T-023,T-008,150.00,199.00
180,436.251,STOCK1,260.00,1000,sell,T-007,T-004,260.00,350.00
181,442.360,STOCK1,300.00,20,buy,T-030,T-010,260.00,300.00
182,442.360,STOCK1,350.00,200,buy,T-030,T-001,260.00,300.00
183,442.360,STOCK1,400.00,780,buy,T-030,T-027,260.00,300.00
184,442.976,STOCK2,160.00,1,sell,T-005,ME,160.00,197.00
185,444.388,STOCK2,197.00,1000,buy,T-023,T-008,160.00,197.00
186,445.400,STOCK2,198.00,1000,buy,T-023,T-026,160.00,198.00
187,447.397,STOCK2,199.00,1000,buy,T-023,T-008,160.00,199.00
188,448.073,STOCK2,199.00,1000,buy,T-023,T-008,160.00,199.00
189,449.737,STOCK1,300.00,20,buy,T-035,T-010,260.00,300.00
190,449.737,STOCK1,300.00,20,buy,T-035,T-010,260.00,300.00
191,449.737,STOCK1,300.00,20,buy,T-035,T-010,260.00,300.00
192,449.737,STOCK1,300.00,20,buy,T-035,T-010,260.00,300.00
193,449.737,STOCK1,400.00,920,buy,T-035,T-027,260.00,300.00
194,451.228,STOCK2,197.00,1000,buy,T-023,T-008,160.00,197.00
195,459.137,STOCK2,170.00,10,sell,T-005,T-020,170.00,197.00
196,460.643,STOCK2,160.00,100,sell,T-017,T-035,160.00,197.00
197,460.643,STOCK2,150.00,3000,sell,T-020,T-035,160.00,197.00
198,460.643,STOCK2,140.00,100,sell,T-012,T-035,160.00,197.00
199,460.643,STOCK2,140.00,1000,sell,T-006,T-035,160.00,197.00
200,460.643,STOCK2,132.00,800,sell,T-024,T-035,160.00,197.00
201,463.287,STOCK2,199.00,10,buy,T-008,T-038,132.00,197.00
202,463.287,STOCK2,200.00,20,buy,T-008,T-020,132.00,197.00
203,463.287,STOCK2,200.00,970,buy,T-008,T-020,132.00,197.00
204,464.342,STOCK2,200.00,30,buy,T-008,T-020,132.00,197.00
205,464.342,STOCK2,200.00,970,buy,T-008,T-020,132.00,197.00
206,466.537,STOCK2,132.00,100,sell,T-024,T-020,132.00,197.00
207,467.490,STOCK2,132.00,100,sell,T-024,T-020,132.00,197.00
208,470.449,STOCK2,197.00,1000,buy,T-013,T-008,133.00,197.00
209,472.569,STOCK2,200.00,30,buy,T-008,T-020,133.00,200.00
210,472.569,STOCK2,200.00,970,buy,T-008,T-020,133.00,200.00
211,491.460,STOCK1,270.00,10,sell,T-005,T-013,270.00,350.00
212,491.460,STOCK1,270.00,990,sell,T-031,T-013,270.00,350.00
213,492.887,STOCK1,270.00,1000,sell,T-031,T-013,270.00,350.00
214,494.059,STOCK1,350.00,1000,buy,T-035,T-001,270.00,350.00
215,494.059,STOCK1,375.00,1000,buy,T-035,T-024,270.00,350.00
216,494.059,STOCK1,399.00,20,buy,T-035,T-010,270.00,350.00
217,494.059,STOCK1,399.00,20,buy,T-035,T-010,270.00,350.00
218,494.059,STOCK1,399.00,20,buy,T-035,T-010,270.00,350.00
219,494.059,STOCK1,400.00,1300,buy,T-035,T-027,270.00,350.00
220,494.059,STOCK1,400.00,1000,buy,T-035,T-004,270.00,350.00
221,494.059,STOCK1,450.00,100,buy,T-035,T-009,270.00,350.00
222,494.059,STOCK1,450.00,540,buy,T-035,T-030,270.00,350.00
223,507.176,STOCK2,170.00,1000,buy,T-008,T-003,140.00,170.00
224,508.215,STOCK2,140.00,1,sell,T-037,T-007,140.00,170.00
225,509.546,STOCK2,170.00,1000,buy,T-008,T-003,140.00,170.00
226,514.977,STOCK2,155.00,1000,buy,T-008,T-024,140.00,155.00
227,519.749,STOCK1,350.00,1000,sell,T-006,T-004,350.00,360.00
228,522.299,STOCK2,150.00,1000,buy,T-030,T-018,140.00,150.00
229,525.813,STOCK1,280.00,1000,sell,T-033,T-004,280.00,360.00
230,526.681,STOCK2,140.00,999,sell,T-037,T-035,140.00,150.00
231,526.681,STOCK2,135.00,100,sell,T-032,T-035,140.00,150.00
232,526.681,STOCK2,132.00,1000,sell,T-025,T-035,140.00,150.00
233,526.681,STOCK2,131.00,401,sell,T-019,T-035,140.00,150.00
234,535.900,STOCK2,150.00,1000,buy,T-004,T-018,131.00,150.00
235,544.311,STOCK1,280.00,1000,sell,T-033,T-035,280.00,300.00
236,544.311,STOCK1,270.00,1500,sell,T-031,T-035,280.00,300.00
237,548.344,STOCK1,266.00,300,sell,T-029,T-035,266.00,300.00
238,548.344,STOCK1,266.00,300,sell,T-029,T-035,266.00,300.00
239,548.344,STOCK1,265.00,1900,sell,T-024,T-035,266.00,300.00
240,549.296,STOCK1,265.00,100,sell,T-024,T-035,265.00,300.00
241,549.296,STOCK1,265.00,2000,sell,T-018,T-035,265.00,300.00
242,549.296,STOCK1,261.00,400,sell,T-011,T-035,265.00,300.00
243,550.014,STOCK1,261.00,600,sell,T-011,T-035,261.00,300.00
244,550.014,STOCK1,261.00,300,sell,T-029,T-035,261.00,300.00
245,550.014,STOCK1,260.00,1600,sell,T-034,T-035,261.00,300.00
246,550.922,STOCK1,260.00,2500,sell,T-034,T-035,260.00,300.00
247,559.085,STOCK1,299.00,300,buy,T-029,T-017,260.00,299.00
248,570.556,STOCK1,270.00,1000,buy,T-013,T-018,255.00,270.00
249,571.116,STOCK1,270.00,1000,buy,T-013,T-018,255.00,270.00
250,571.299,STOCK2,149.00,100,buy,T-016,T-032,140.00,149.00
251,577.794,STOCK2,150.00,1000,buy,T-035,T-018,145.00,150.00
252,582.383,STOCK2,150.00,1000,buy,T-033,T-018,145.00,150.00
253,596.669,STOCK2,179.00,1000,buy,T-013,T-036,145.00,179.00
254,596.840,STOCK2,180.00,10,buy,T-035,ME,145.00,180.00
255,596.840,STOCK2,180.00,10,buy,T-035,ME,145.00,180.00
256,596.840,STOCK2,180.00,980,buy,T-035,T-033,145.00,180.00
257,600.960,STOCK2,170.00,1000,buy,T-013,T-018,145.00,170.00
258,601.963,STOCK1,269.00,1000,buy,T-004,T-034,260.00,269.00
259,605.515,STOCK1,265.00,1000,buy,T-004,T-024,260.00,265.00
260,610.185,STOCK2,145.00,1000,sell,T-007,T-004,145.00,170.00
261,615.256,STOCK1,265.00,1000,buy,T-035,T-024,262.00,265.00
262,620.662,STOCK2,146.00,1000,buy,T-037,T-015,145.00,146.00
263,622.856,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
264,623.316,STOCK2,170.00,1000,buy,T-016,T-018,145.00,170.00
265,623.904,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
266,625.782,STOCK2,145.00,1000,sell,T-036,T-004,145.00,170.00
267,626.440,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
268,626.581,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
269,626.753,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
270,626.905,STOCK1,264.00,400,buy,T-008,T-034,262.00,264.00
271,634.265,STOCK1,265.00,40,buy,T-035,T-010,262.00,265.00
272,634.265,STOCK1,270.00,960,buy,T-035,T-001,262.00,265.00
273,655.335,STOCK2,155.00,100,buy,T-033,T-032,150.00,155.00
274,661.919,STOCK1,265.00,1000,buy,T-004,T-024,263.00,265.00
275,663.561,STOCK1,265.00,1000,buy,T-004,T-010,263.00,265.00
276,664.515,STOCK2,155.00,1000,buy,T-035,T-018,152.00,155.00
277,666.044,STOCK1,270.00,40,buy,T-004,T-001,263.00,270.00
278,666.044,STOCK1,270.00,960,buy,T-004,T-003,263.00,270.00
279,668.283,STOCK1,269.00,700,buy,T-004,T-034,263.00,269.00
280,668.283,STOCK1,270.00,300,buy,T-004,T-003,263.00,269.00
281,669.807,STOCK2,152.00,1000,sell,T-014,T-004,152.00,155.00
282,670.674,STOCK2,152.00,500,sell,T-012,T-004,152.00,155.00
283,670.674,STOCK2,150.00,500,sell,T-033,T-004,152.00,155.00
284,670.750,STOCK2,150.00,500,sell,T-033,T-024,150.00,155.00
285,670.750,STOCK2,150.00,1000,sell,T-033,T-024,150.00,155.00
286,670.750,STOCK2,150.00,1000,sell,T-033,T-024,150.00,155.00
287,670.750,STOCK2,146.00,100,sell,T-032,T-024,150.00,155.00
288,670.750,STOCK2,140.00,2000,sell,T-003,T-024,150.00,155.00
289,670.750,STOCK2,138.00,400,sell,T-009,T-024,150.00,155.00
290,673.223,STOCK1,270.00,740,buy,T-030,T-003,264.00,270.00
291,673.223,STOCK1,280.00,260,buy,T-030,T-024,264.00,270.00
292,673.375,STOCK2,132.00,1000,sell,T-025,T-004,132.00,155.00
293,682.501,STOCK2,133.00,500,sell,T-032,T-020,133.00,150.00
294,682.501,STOCK2,131.00,500,sell,T-019,T-020,133.00,150.00
295,686.118,STOCK2,132.00,1000,sell,T-011,T-035,132.00,150.00
296,697.367,STOCK2,131.00,99,sell,T-019,T-020,131.00,144.00
297,697.367,STOCK2,130.00,901,sell,T-030,T-020,131.00,144.00
298,707.778,STOCK1,279.00,300,buy,T-017,T-019,270.00,279.00
299,709.407,STOCK2,130.00,99,sell,T-030,T-020,130.00,140.00
300,709.407,STOCK2,130.00,901,sell,T-016,T-020,130.00,140.00
301,710.014,STOCK1,279.00,700,buy,T-004,T-019,270.00,279.00
302,710.014,STOCK1,280.00,300,buy,T-004,T-024,270.00,279.00
303,710.875,STOCK1,280.00,440,buy,T-004,T-024,270.00,280.00
304,710.875,STOCK1,295.00,560,buy,T-004,T-011,270.00,280.00
305,715.475,STOCK2,130.00,99,sell,T-016,T-020,130.00,140.00
306,715.475,STOCK2,130.00,901,sell,T-003,T-020,130.00,140.00
307,718.393,STOCK2,140.00,1000,buy,T-035,T-026,130.00,140.00
308,720.792,STOCK2,130.00,1000,sell,T-003,T-020,130.00,140.00
309,725.027,STOCK1,272.00,1000,sell,T-034,T-013,272.00,290.00
310,726.526,STOCK2,130.00,99,sell,T-003,T-020,130.00,139.00
311,726.526,STOCK2,130.00,100,sell,T-009,T-020,130.00,139.00
312,726.526,STOCK2,129.50,801,sell,T-014,T-020,130.00,139.00
313,727.679,STOCK1,290.00,1000,buy,T-004,T-024,272.00,290.00
314,730.473,STOCK2,129.50,199,sell,T-014,T-020,130.00,135.00
315,730.473,STOCK2,128.00,801,sell,T-024,T-020,130.00,135.00
316,731.997,STOCK2,135.00,1000,buy,T-013,T-018,130.00,135.00
317,733.832,STOCK2,128.00,1000,sell,T-024,T-020,130.00,135.00
318,736.491,STOCK2,130.00,1000,sell,T-020,T-035,130.00,135.00
319,752.111,STOCK1,290.00,1000,buy,T-035,T-034,285.00,290.00
320,757.540,STOCK2,130.01,1000,buy,T-020,T-015,130.00,130.01
321,763.799,STOCK2,129.00,1000,sell,T-019,T-035,129.00,132.00
322,764.441,STOCK2,132.00,2000,buy,T-024,T-018,128.00,132.00
323,764.441,STOCK2,133.00,1000,buy,T-024,T-015,128.00,132.00
324,764.887,STOCK2,134.00,1000,buy,T-020,T-031,128.00,134.00
325,768.666,STOCK2,130.00,1000,buy,T-030,T-003,128.00,130.00
326,770.527,STOCK2,130.00,1000,buy,T-020,T-003,128.00,130.00
327,773.145,STOCK2,128.00,400,sell,T-024,T-008,128.00,130.00
328,773.528,STOCK2,128.00,1,sell,T-024,T-027,128.00,130.00
329,775.658,STOCK2,128.00,400,sell,T-024,T-008,128.00,129.99
330,777.024,STOCK2,128.00,400,sell,T-024,T-008,128.00,129.99
331,781.635,STOCK2,129.99,1000,buy,T-020,T-015,128.00,129.99
332,783.469,STOCK2,130.00,1000,buy,T-020,T-003,128.00,130.00
333,786.539,STOCK2,130.00,60,buy,T-020,T-038,128.00,130.00
334,786.539,STOCK2,134.00,940,buy,T-020,T-031,128.00,130.00
335,798.776,STOCK2,128.00,1000,sell,T-006,T-018,128.00,133.00
336,798.776,STOCK2,125.00,1000,sell,T-014,T-018,128.00,133.00
337,809.754,STOCK2,130.00,2000,buy,T-035,T-018,126.00,130.00
338,809.754,STOCK2,132.00,1000,buy,T-035,T-026,126.00,130.00
339,816.156,STOCK1,285.00,1500,sell,T-007,T-024,285.00,290.00
340,818.058,STOCK1,290.00,10,buy,T-036,T-005,285.00,290.00
341,818.058,STOCK1,290.00,500,buy,T-036,T-010,285.00,290.00
342,818.058,STOCK1,290.00,490,buy,T-036,T-001,285.00,290.00
343,818.608,STOCK1,290.00,510,buy,T-036,T-001,285.00,290.00
344,818.608,STOCK1,295.00,440,buy,T-036,T-011,285.00,290.00
345,818.608,STOCK1,298.70,50,buy,T-036,T-025,285.00,290.00
346,819.097,STOCK1,298.70,450,buy,T-036,T-025,285.00,298.70
347,819.097,STOCK1,298.90,400,buy,T-036,T-009,285.00,298.70
348,819.097,STOCK1,299.00,150,buy,T-036,T-025,285.00,298.70
349,819.582,STOCK1,299.00,850,buy,T-036,T-025,285.00,299.00
350,819.582,STOCK1,300.00,150,buy,T-036,T-014,285.00,299.00
351,827.524,STOCK1,300.00,500,buy,T-025,T-014,285.00,300.00
352,828.739,STOCK2,127.00,1000,sell,T-012,T-035,127.00,130.00
353,828.739,STOCK2,126.00,500,sell,T-032,T-035,127.00,130.00
354,828.739,STOCK2,125.00,500,sell,T-020,T-035,127.00,130.00
355,837.544,STOCK2,130.00,1000,buy,T-004,T-020,125.00,130.00
356,837.936,STOCK2,132.00,1000,buy,T-004,T-016,125.00,132.00
357,838.363,STOCK2,133.00,11,buy,T-004,T-005,125.00,133.00
358,838.363,STOCK2,134.00,989,buy,T-004,T-031,125.00,133.00
359,840.096,STOCK1,290.00,1000,sell,T-017,T-004,290.00,294.00
360,842.932,STOCK1,285.00,500,sell,T-007,T-004,285.00,290.00
361,842.932,STOCK1,273.00,500,sell,T-018,T-004,285.00,290.00
362,851.265,STOCK2,126.00,10,sell,T-005,T-035,126.00,134.00
363,851.265,STOCK2,125.00,490,sell,T-020,T-035,126.00,134.00
364,855.103,STOCK1,289.00,500,buy,T-004,T-024,274.00,289.00
365,855.103,STOCK1,290.00,500,buy,T-004,T-001,274.00,289.00
366,875.718,STOCK2,125.00,100,sell,T-009,ME,125.00,130.00
367,885.006,STOCK1,280.00,1000,buy,T-036,T-003,275.00,280.00
368,901.606,STOCK2,125.00,300,sell,T-009,T-020,125.00,129.00
369,901.809,STOCK2,129.00,1000,buy,T-013,T-024,121.00,129.00
370,904.201,STOCK1,285.00,1000,buy,T-036,T-027,280.00,285.00
371,908.152,STOCK2,121.00,300,sell,T-003,T-020,121.00,125.00
372,910.532,STOCK2,121.00,300,sell,T-003,T-020,121.00,125.00
373,912.168,STOCK2,121.00,300,sell,T-003,T-020,121.00,124.00
