t_sec,symbol,bid,bid_size,ask,ask_size
72.677,S1,110.00,90,8500.00,830
72.892,S1,110.00,90,8500.00,820
73.347,S1,110.00,90,80000.00,855
75.290,S1,110.00,90,1000.00,1000
75.474,S1,110.00,90,1000.00,2000
75.646,S1,110.00,90,1000.00,3000
75.697,S1,200.00,1000,1000.00,3000
75.728,S1,200.00,995,1000.00,3000
80.519,S1,200.00,995,1000.00,2990
81.537,S1,200.00,995,1000.00,2980
81.749,S1,210.00,1000,1000.00,2980
83.069,S1,210.00,1000,1000.00,2970
83.604,S1,210.00,1000,1000.00,2960
85.312,S1,210.00,1000,900.00,1000
87.159,S1,210.00,1000,1000.00,2960
88.500,S1,210.00,1000,1000.00,2950
89.039,S1,210.00,1000,1000.00,2940
92.117,S1,210.00,1000,1000.00,2930
92.778,S1,210.00,1000,800.00,1000
93.276,S1,210.00,1000,800.00,900
95.727,S1,210.00,1000,800.00,890
95.928,S1,210.00,1000,800.00,790
96.101,S1,210.00,1000,800.00,780
96.313,S1,210.00,1000,800.00,680
96.686,S1,210.00,1000,800.00,580
97.030,S1,210.00,1000,800.00,480
97.364,S1,210.00,1000,800.00,470
97.385,S1,210.00,1000,800.00,370
97.538,S1,210.00,1000,800.00,360
97.709,S1,210.00,1000,800.00,260
97.913,S1,210.00,1000,800.00,250
97.933,S1,210.50,1000,800.00,250
98.054,S1,210.50,1000,800.00,150
98.336,S1,210.50,1000,800.00,50
98.336,S1,210.50,1000,800.00,40
98.630,S1,210.50,1000,1000.00,2870
98.922,S1,210.50,1000,1000.00,2770
99.275,S1,210.50,1000,1000.00,2670
99.375,S1,210.50,1000,800.00,1000
99.632,S1,210.50,1000,800.00,900
99.976,S1,210.50,1000,800.00,800
100.277,S1,210.50,1000,800.00,700
100.537,S1,210.50,1000,800.00,600
100.619,S1,210.50,1000,800.00,1600
100.791,S1,210.50,1000,800.00,1500
101.045,S1,210.50,1000,800.00,1400
101.065,S1,210.50,1000,800.00,1390
101.289,S1,210.50,1000,800.00,1290
101.551,S1,210.50,1000,800.00,1190
101.774,S1,210.50,1000,800.00,1090
